powder_id,block,tilt_deg,phase,n,mean_g,std_g,sem_g,min_g,max_g,rsd_pct
salt,A,45.0,baseline,8,0.0010374999999999998,0.012323721318776125,0.00435709345697991,-0.016,0.0179,1187.8285608458916
salt,B,0.0,hold,1,-0.054,,,-0.054,-0.054,
salt,B,45.0,hold,1,0.0932,,,0.0932,0.0932,
salt,B,90.0,hold,1,0.0352,,,0.0352,0.0352,
salt,C,0.0,rotation,6,0.050416666666666665,0.019393547036750825,0.007917382423784041,0.0292,0.0863,38.46653957702643
salt,C,45.0,rotation,6,0.155,0.03067735321047108,0.012523977004130918,0.1198,0.1932,19.791840780949084
salt,C,90.0,rotation,6,0.20848333333333333,0.0355510571807178,0.014513658318211085,0.149,0.2485,17.05222984125884
salt,D,45.0,speed,3,0.4765,0.19682883426977868,0.11363918044993697,0.3362,0.7015,41.30720551307002
salt,E,0.0,refeed,8,0.0488625,0.02093759008509405,0.007402555965437112,0.0219,0.0796,42.850018081543205
salt,E,0.0,tap,8,0.0072250000000000005,0.01597513693212049,0.005648063827543028,-0.0155,0.0347,221.10916169024895
