powder_id,block,started_utc,started_local,elapsed_s
fumed-silica,A,2026-08-21T18:27:08.583811+00:00,2026-08-21 12:27:08 MDT,2.6
fumed-silica,B,2026-08-21T18:27:54.350568+00:00,2026-08-21 12:27:54 MDT,48.4
fumed-silica,C,2026-08-21T18:29:42.512875+00:00,2026-08-21 12:29:42 MDT,156.6
fumed-silica,D,2026-08-21T18:33:37.381523+00:00,2026-08-21 12:33:37 MDT,391.4
fumed-silica,E,2026-08-21T18:34:34.281371+00:00,2026-08-21 12:34:34 MDT,448.3
