powder_id,n,target_g,dispensed_g,error_g,status,elapsed_s,auger_rev,taps,phase_cycles,t_ms,block
salt-demo,0,0.5,0.4963,-0.0037,ok,100.0,2.0,4,bulk:0;fine:16;tap:2,99967,G
