powder_id,block,started_utc,started_local,elapsed_s
salt,A,2026-08-12T21:51:56.658290+00:00,2026-08-12 15:51:56 MDT,2.2
salt,B,2026-08-12T21:52:18.796809+00:00,2026-08-12 15:52:18 MDT,24.3
salt,C,2026-08-12T21:53:20.192773+00:00,2026-08-12 15:53:20 MDT,85.7
salt,D,2026-08-12T21:55:32.072631+00:00,2026-08-12 15:55:32 MDT,217.6
salt,E,2026-08-12T21:56:05.075205+00:00,2026-08-12 15:56:05 MDT,250.6
salt,F,2026-08-12T21:58:41.910507+00:00,2026-08-12 15:58:41 MDT,407.4
salt,G,2026-08-12T21:58:41.917991+00:00,2026-08-12 15:58:41 MDT,407.4
