event,t_rel_s,dev_mg,flag
"TAP,15",4.243,5.1200000000000045,S
"TAP,15",4.337,5.1200000000000045,S
"TAP,15",4.432,5.1200000000000045,S
"TAP,16",-0.925,0.07999999999998408,S
"TAP,16",-0.829,0.07999999999998408,S
"TAP,16",-0.733,0.07999999999998408,S
"TAP,16",-0.637,-0.01999999999998181,S
"TAP,16",-0.541,-0.01999999999998181,S
"TAP,16",-0.446,-0.01999999999998181,S
"TAP,16",-0.35,-0.01999999999998181,S
"TAP,16",-0.254,-0.01999999999998181,S
"TAP,16",-0.158,-0.01999999999998181,S
"TAP,16",-0.062,-0.12000000000000455,S
"TAP,16",0.132,-0.12000000000000455,S
"TAP,16",0.223,-0.12000000000000455,S
"TAP,16",0.319,-0.22000000000002728,U
"TAP,16",0.415,-0.5199999999999818,U
"TAP,16",0.511,-0.6200000000000045,U
"TAP,16",0.606,-5.519999999999982,U
"TAP,16",0.702,-9.120000000000005,U
"TAP,16",0.798,-11.920000000000016,U
"TAP,16",0.892,-12.519999999999982,U
"TAP,16",0.988,-11.019999999999982,U
"TAP,16",1.083,-9.120000000000005,U
"TAP,16",1.179,-7.82000000000005,U
"TAP,16",1.275,-7.6200000000000045,U
"TAP,16",1.371,-7.519999999999982,U
"TAP,16",1.467,-7.519999999999982,U
"TAP,16",1.563,-7.6200000000000045,U
"TAP,16",1.659,-7.6200000000000045,U
"TAP,16",1.752,-7.6200000000000045,S
"TAP,16",1.848,-7.6200000000000045,S
"TAP,16",1.944,-7.71999999999997,U
"TAP,16",2.04,-7.71999999999997,S
"TAP,16",2.136,-7.71999999999997,S
"TAP,16",2.232,-7.71999999999997,S
"TAP,16",2.328,-7.71999999999997,S
"TAP,16",2.423,-7.71999999999997,S
"TAP,16",2.519,-7.71999999999997,S
"TAP,16",2.615,-7.71999999999997,S
"TAP,16",2.709,-7.71999999999997,S
"TAP,16",2.805,-7.71999999999997,S
"TAP,16",2.901,-7.71999999999997,S
"TAP,16",2.997,-7.71999999999997,S
"TAP,16",3.093,-7.71999999999997,S
"TAP,16",3.188,-7.71999999999997,S
"TAP,16",3.284,-7.71999999999997,S
"TAP,16",3.38,-7.71999999999997,S
"TAP,16",3.476,-7.71999999999997,S
"TAP,16",3.57,-7.71999999999997,S
"TAP,16",3.666,-7.71999999999997,S
"TAP,16",3.762,-7.71999999999997,S
"TAP,16",3.857,-7.71999999999997,S
"TAP,16",3.953,-7.71999999999997,S
"TAP,16",4.049,-7.71999999999997,S
"TAP,16",4.145,-7.71999999999997,S
"TAP,16",4.241,-7.71999999999997,S
"TAP,16",4.337,-7.71999999999997,S
"TAP,16",4.431,-7.6200000000000045,S
"TAP,17",-0.922,-0.05000000000001137,S
"TAP,17",-0.827,-0.05000000000001137,S
"TAP,17",-0.733,-0.05000000000001137,S
"TAP,17",-0.637,-0.05000000000001137,S
"TAP,17",-0.541,-0.05000000000001137,S
"TAP,17",-0.445,0.05000000000001137,S
"TAP,17",-0.349,0.05000000000001137,S
"TAP,17",-0.253,0.05000000000001137,S
"TAP,17",-0.158,0.05000000000001137,S
"TAP,17",-0.062,0.05000000000001137,S
"TAP,17",0.132,0.05000000000001137,S
"TAP,17",0.224,0.05000000000001137,S
"TAP,17",0.32,0.05000000000001137,S
"TAP,17",0.416,0.05000000000001137,S
"TAP,17",0.512,0.14999999999997726,S
"TAP,17",0.607,0.14999999999997726,S
"TAP,17",0.703,0.14999999999997726,S
"TAP,17",0.799,0.14999999999997726,S
"TAP,17",0.894,8.449999999999989,U
"TAP,17",0.988,16.05000000000001,U
"TAP,17",1.084,21.94999999999999,U
"TAP,17",1.179,24.94999999999999,U
"TAP,17",1.275,25.94999999999999,U
"TAP,17",1.371,26.05000000000001,U
"TAP,17",1.467,25.94999999999999,U
"TAP,17",1.563,25.849999999999966,U
"TAP,17",1.659,25.75,U
"TAP,17",1.755,25.75,U
"TAP,17",1.85,25.75,U
"TAP,17",1.944,25.75,U
"TAP,17",2.04,25.75,S
"TAP,17",2.136,25.75,S
"TAP,17",2.232,25.75,S
"TAP,17",2.328,25.75,S
"TAP,17",2.424,25.849999999999966,S
"TAP,17",2.52,25.849999999999966,S
"TAP,17",2.615,25.849999999999966,S
"TAP,17",2.711,25.849999999999966,S
"TAP,17",2.805,25.849999999999966,S
"TAP,17",2.901,25.849999999999966,S
"TAP,17",2.997,25.94999999999999,S
"TAP,17",3.093,25.94999999999999,S
"TAP,17",3.188,25.94999999999999,S
"TAP,17",3.285,25.94999999999999,S
"TAP,17",3.38,25.94999999999999,S
"TAP,17",3.476,25.94999999999999,S
"TAP,17",3.572,25.94999999999999,S
"TAP,17",3.666,25.94999999999999,S
"TAP,17",3.762,25.94999999999999,S
"TAP,17",3.858,25.94999999999999,S
"TAP,17",3.954,25.94999999999999,S
"TAP,17",4.049,25.94999999999999,S
"TAP,17",4.156,25.94999999999999,S
"TAP,17",4.246,25.94999999999999,S
"TAP,17",4.337,25.94999999999999,S
"TAP,17",4.433,25.94999999999999,S
"TAP,18",-0.922,0.16999999999995907,S
"TAP,18",-0.827,0.16999999999995907,S
"TAP,18",-0.73,0.16999999999995907,S
"TAP,18",-0.637,0.06999999999999318,S
"TAP,18",-0.541,0.06999999999999318,S
"TAP,18",-0.446,-0.12999999999999545,U
"TAP,18",-0.351,-0.12999999999999545,U
"TAP,18",-0.255,-0.12999999999999545,U
"TAP,18",-0.159,-0.12999999999999545,U
"TAP,18",-0.063,-0.12999999999999545,U
"TAP,18",0.131,-0.12999999999999545,S
"TAP,18",0.223,-0.12999999999999545,S
"TAP,18",0.319,-0.12999999999999545,S
"TAP,18",0.414,-0.12999999999999545,S
"TAP,18",0.51,-0.12999999999999545,S
"TAP,18",0.606,-6.03000000000003,U
"TAP,18",0.701,-10.129999999999995,U
"TAP,18",0.798,-13.330000000000041,U
"TAP,18",0.894,-14.230000000000018,U
"TAP,18",0.99,-13.230000000000018,U
"TAP,18",1.086,-11.729999999999961,U
"TAP,18",1.18,-10.930000000000007,U
"TAP,18",1.275,-10.729999999999961,U
"TAP,18",1.371,-10.830000000000041,U
"TAP,18",1.467,-10.830000000000041,U
"TAP,18",1.563,-10.830000000000041,U
"TAP,18",1.659,-10.830000000000041,S
"TAP,18",1.755,-10.830000000000041,S
"TAP,18",1.851,-10.830000000000041,S
"TAP,18",1.947,-10.830000000000041,S
"TAP,18",2.04,-10.830000000000041,S
"TAP,18",2.136,-10.830000000000041,S
"TAP,18",2.232,-10.830000000000041,S
"TAP,18",2.328,-10.830000000000041,S
"TAP,18",2.424,-10.830000000000041,S
"TAP,18",2.52,-10.729999999999961,S
"TAP,18",2.615,-10.729999999999961,S
"TAP,18",2.711,-10.729999999999961,S
"TAP,18",2.807,-10.629999999999995,U
"TAP,18",2.901,-10.629999999999995,U
"TAP,18",2.997,-10.629999999999995,S
"TAP,18",3.093,-10.629999999999995,S
"TAP,18",3.189,-10.53000000000003,U
"TAP,18",3.285,-10.53000000000003,S
"TAP,18",3.381,-10.53000000000003,S
"TAP,18",3.476,-10.53000000000003,S
"TAP,18",3.572,-10.53000000000003,S
"TAP,18",3.668,-10.430000000000007,S
"TAP,18",3.764,-10.430000000000007,S
"TAP,18",3.858,-10.330000000000041,U
"TAP,18",3.954,-10.330000000000041,U
"TAP,18",4.049,-10.229999999999961,U
"TAP,18",4.145,-10.229999999999961,U
"TAP,18",4.24,-10.129999999999995,U
"TAP,18",4.336,-10.129999999999995,U
"TAP,18",4.432,-10.129999999999995,U
"TAP,19",-0.922,-0.2500000000001137,U
"TAP,19",-0.827,-0.1500000000000341,U
"TAP,19",-0.731,-0.1500000000000341,U
"TAP,19",-0.635,-0.05000000000006821,U
"TAP,19",-0.541,0.04999999999989768,U
"TAP,19",-0.445,0.04999999999989768,U
"TAP,19",-0.349,0.04999999999989768,U
"TAP,19",-0.254,0.14999999999992042,U
"TAP,19",-0.158,0.14999999999992042,U
"TAP,19",-0.062,0.14999999999992042,S
"TAP,19",0.132,0.2499999999998863,U
"TAP,19",0.226,0.2499999999998863,S
"TAP,19",0.322,0.2499999999998863,S
"TAP,19",0.415,0.2499999999998863,S
"TAP,19",0.511,0.14999999999992042,S
"TAP,19",0.607,-0.05000000000006821,U
"TAP,19",0.703,-7.250000000000114,U
"TAP,19",0.797,-10.550000000000068,U
"TAP,19",0.894,-12.950000000000102,U
"TAP,19",0.99,-14.550000000000068,U
"TAP,19",1.086,-15.650000000000091,U
"TAP,19",1.182,-16.450000000000102,U
"TAP,19",1.276,-16.950000000000102,U
"TAP,19",1.371,-17.350000000000136,U
"TAP,19",1.467,-17.550000000000068,U
"TAP,19",1.563,-17.65000000000009,U
"TAP,19",1.659,-17.65000000000009,U
"TAP,19",1.755,-17.65000000000009,U
"TAP,19",1.851,-17.65000000000009,U
"TAP,19",1.947,-17.65000000000009,S
"TAP,19",2.042,-17.65000000000009,S
"TAP,19",2.136,-17.65000000000009,S
"TAP,19",2.232,-17.65000000000009,S
"TAP,19",2.328,-17.65000000000009,S
"TAP,19",2.424,-17.65000000000009,S
"TAP,19",2.52,-17.65000000000009,S
"TAP,19",2.616,-17.65000000000009,S
"TAP,19",2.712,-17.65000000000009,S
"TAP,19",2.807,-17.65000000000009,S
"TAP,19",2.903,-17.65000000000009,S
"TAP,19",2.999,-17.65000000000009,S
"TAP,19",3.093,-17.550000000000068,S
"TAP,19",3.189,-17.550000000000068,S
"TAP,19",3.285,-17.550000000000068,S
"TAP,19",3.381,-17.550000000000068,S
"TAP,19",3.476,-17.550000000000068,S
"TAP,19",3.572,-17.550000000000068,S
"TAP,19",3.668,-17.550000000000068,S
"TAP,19",3.764,-17.550000000000068,S
"TAP,19",3.86,-17.550000000000068,S
"TAP,19",3.954,-17.450000000000102,S
"TAP,19",4.05,-17.450000000000102,S
"TAP,19",4.146,-17.450000000000102,S
"TAP,19",4.241,-17.450000000000102,S
"TAP,19",4.337,-17.450000000000102,S
"TAP,19",4.438,-17.450000000000102,S
"TAP,20",-0.922,-0.10000000000002274,U
"TAP,20",-0.827,-0.10000000000002274,U
"TAP,20",-0.731,-0.10000000000002274,U
"TAP,20",-0.635,-5.684341886080802e-14,U
"TAP,20",-0.539,-5.684341886080802e-14,U
"TAP,20",-0.445,-5.684341886080802e-14,S
"TAP,20",-0.349,-5.684341886080802e-14,S
"TAP,20",-0.253,0.10000000000002274,U
"TAP,20",-0.157,0.10000000000002274,S
"TAP,20",-0.062,0.10000000000002274,S
"TAP,20",0.132,0.19999999999998863,U
"TAP,20",0.226,0.19999999999998863,S
"TAP,20",0.322,0.30000000000001137,U
"TAP,20",0.418,0.30000000000001137,U
"TAP,20",0.511,0.30000000000001137,S
"TAP,20",0.607,0.39999999999997726,U
"TAP,20",0.703,0.49999999999994316,U
"TAP,20",0.798,5.699999999999989,U
"TAP,20",0.894,9.399999999999977,U
"TAP,20",0.99,12.5,U
"TAP,20",1.086,14.099999999999966,U
"TAP,20",1.182,14.5,U
"TAP,20",1.278,14.399999999999977,U
"TAP,20",1.371,14.099999999999966,U
"TAP,20",1.467,13.899999999999977,U
"TAP,20",1.563,13.800000000000011,U
"TAP,20",1.659,13.800000000000011,U
"TAP,20",1.755,13.800000000000011,U
"TAP,20",1.851,13.800000000000011,U
"TAP,20",1.947,13.699999999999989,U
"TAP,20",2.043,13.699999999999989,S
"TAP,20",2.139,13.699999999999989,S
"TAP,20",2.232,13.800000000000011,S
"TAP,20",2.328,13.800000000000011,S
"TAP,20",2.424,13.800000000000011,S
"TAP,20",2.52,13.800000000000011,S
"TAP,20",2.616,13.800000000000011,S
"TAP,20",2.712,13.800000000000011,S
"TAP,20",2.807,13.800000000000011,S
"TAP,20",2.903,13.800000000000011,S
"TAP,20",2.999,13.800000000000011,S
"TAP,20",3.095,13.800000000000011,S
"TAP,20",3.189,13.800000000000011,S
"TAP,20",3.285,13.699999999999989,S
"TAP,20",3.381,13.699999999999989,S
"TAP,20",3.477,13.699999999999989,S
"TAP,20",3.572,13.699999999999989,S
"TAP,20",3.668,13.699999999999989,S
"TAP,20",3.764,13.699999999999989,S
"TAP,20",3.86,13.699999999999989,S
"TAP,20",3.956,13.699999999999989,S
"TAP,20",4.05,13.699999999999989,S
"TAP,20",4.146,13.699999999999989,S
"TAP,20",4.242,13.599999999999966,S
"TAP,20",4.337,13.599999999999966,S
"TAP,20",4.433,13.599999999999966,S
