run_id,powder_id,block,phase,tilt_deg,rpm,n,mean_g,std_g,sem_g,rsd_pct
20260804T211422Z_white-rice-flour,white-rice-flour,B,hold,90.0,,1,0.0,,,
20260804T211422Z_white-rice-flour,white-rice-flour,C,rotation,0.0,,6,0.00375,0.0008215838362577493,0.00033541019662496855,21.90890230020665
20260804T211422Z_white-rice-flour,white-rice-flour,C,rotation,45.0,,6,0.012783333333333332,0.00479308529724505,0.0019567688786477685,37.494800239205084
20260804T211422Z_white-rice-flour,white-rice-flour,C,rotation,90.0,,6,0.03715,0.016749059675098186,0.00683777497923606,45.08495201910682
20260804T211422Z_white-rice-flour,white-rice-flour,D,speed,45.0,,3,0.08020000000000001,0.027804855691047924,0.016053140918005217,34.669396123501144
20260804T211422Z_white-rice-flour,white-rice-flour,E,refeed,0.0,,8,0.0027624999999999998,0.00038149143409218805,0.0001348775900055835,13.809644673020385
20260804T211422Z_white-rice-flour,white-rice-flour,E,tap,0.0,,8,8.75e-05,0.0001807721533549109,6.3912607743476e-05,206.59674669132676
20260804T211422Z_white-rice-flour,white-rice-flour,E,refeed,45.0,,8,0.0095125,0.0017266296649832006,0.0006104557723537389,18.151165991939035
20260804T211422Z_white-rice-flour,white-rice-flour,E,tap,45.0,,8,0.0001125,0.000203100960115899,7.180703308172535e-05,180.53418676968803
20260804T224937Z_brown-rice-flour,brown-rice-flour,A,baseline,45.0,,8,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,B,hold,0.0,,1,0.0,,,
20260804T224937Z_brown-rice-flour,brown-rice-flour,B,hold,45.0,,1,0.0,,,
20260804T224937Z_brown-rice-flour,brown-rice-flour,B,hold,90.0,,1,0.0,,,
20260804T224937Z_brown-rice-flour,brown-rice-flour,C,rotation,0.0,,6,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,C,rotation,45.0,,6,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,C,rotation,90.0,,6,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,speed,45.0,,3,0.00039999999999999996,0.0006928203230275509,0.0004,173.20508075688775
20260804T224937Z_brown-rice-flour,brown-rice-flour,E,refeed,0.0,,8,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,E,tap,0.0,,8,0.0,0.0,0.0,
20260804T224937Z_brown-rice-flour,brown-rice-flour,E,refeed,45.0,,8,0.0003625,0.0006566962768281848,0.00023217719526258385,181.15759360777517
20260804T224937Z_brown-rice-flour,brown-rice-flour,E,tap,45.0,,8,0.0,7.559289460184545e-05,2.672612419124244e-05,
20260805T145725Z_sodium-alginate,sodium-alginate,A,baseline,45.0,,8,0.0,0.0,0.0,
20260805T145725Z_sodium-alginate,sodium-alginate,B,hold,0.0,,1,0.0,,,
20260805T145725Z_sodium-alginate,sodium-alginate,B,hold,45.0,,1,0.0,,,
20260805T145725Z_sodium-alginate,sodium-alginate,B,hold,90.0,,1,0.0,,,
20260805T145725Z_sodium-alginate,sodium-alginate,C,rotation,0.0,,6,0.0007500000000000001,0.0005576737397439475,0.00022766935088705585,74.35649863252631
20260805T145725Z_sodium-alginate,sodium-alginate,C,rotation,45.0,,6,0.009583333333333333,0.0007600438583836238,0.00031028660586267286,7.930892435307379
20260805T145725Z_sodium-alginate,sodium-alginate,C,rotation,90.0,,6,0.010866666666666669,0.0023686845857282617,0.0009670114327716665,21.797710911609766
20260805T145725Z_sodium-alginate,sodium-alginate,D,speed,45.0,,3,0.03563333333333333,0.0029399546481762816,0.0016973836075298678,8.25057431667806
20260805T145725Z_sodium-alginate,sodium-alginate,E,refeed,0.0,,8,0.0014875,0.0007180081575342402,0.00025385421856986005,48.26945596868841
20260805T145725Z_sodium-alginate,sodium-alginate,E,tap,0.0,,8,0.0,0.0,0.0,
20260805T145725Z_sodium-alginate,sodium-alginate,E,refeed,45.0,,8,0.01035,0.0007982122882685138,0.0002822106609305487,7.712196021918008
20260805T145725Z_sodium-alginate,sodium-alginate,E,tap,45.0,,8,0.0002375,0.0003204349722308279,0.00011329087089687071,134.919988307717
20260805T185305Z_brown-rice-flour,brown-rice-flour,A,baseline,45.0,,8,0.0,0.0,0.0,
20260805T185305Z_brown-rice-flour,brown-rice-flour,B,hold,0.0,,1,0.0,,,
20260805T185305Z_brown-rice-flour,brown-rice-flour,B,hold,45.0,,1,0.0,,,
20260805T185305Z_brown-rice-flour,brown-rice-flour,B,hold,90.0,,1,0.0,,,
20260805T185305Z_brown-rice-flour,brown-rice-flour,C,rotation,0.0,,6,0.0003,0.0005291502622129181,0.00021602468994692868,176.38342073763937
20260805T185305Z_brown-rice-flour,brown-rice-flour,C,rotation,45.0,,6,0.00025,0.0005648008498577176,0.0002305789814069502,225.92033994308701
20260805T185305Z_brown-rice-flour,brown-rice-flour,C,rotation,90.0,,6,0.00019999999999999998,0.0004898979485566356,0.0002,244.94897427831782
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,speed,45.0,,3,0.0008666666666666666,0.001501110699893027,0.0008666666666666667,173.20508075688772
20260805T185305Z_brown-rice-flour,brown-rice-flour,E,refeed,0.0,,8,0.0005625,0.0004240535680446853,0.00014992557677537402,75.38730098572184
20260805T185305Z_brown-rice-flour,brown-rice-flour,E,tap,0.0,,8,5e-05,7.559289460184545e-05,2.672612419124244e-05,151.1857892036909
20260805T185305Z_brown-rice-flour,brown-rice-flour,E,refeed,45.0,,8,0.0012,0.0009576757578339639,0.00033858951127118086,79.80631315283034
20260805T185305Z_brown-rice-flour,brown-rice-flour,E,tap,45.0,,8,0.0001625,0.00034615231989895516,0.00012238332636200315,213.0168122455109
20260805T200002Z_calcium-lactate,calcium-lactate,A,baseline,45.0,,8,0.0,0.0,0.0,
20260805T200002Z_calcium-lactate,calcium-lactate,B,hold,0.0,,1,0.0,,,
20260805T200002Z_calcium-lactate,calcium-lactate,B,hold,45.0,,1,0.0,,,
20260805T200002Z_calcium-lactate,calcium-lactate,B,hold,90.0,,1,0.0,,,
20260805T200002Z_calcium-lactate,calcium-lactate,C,rotation,0.0,,6,0.04731666666666667,0.01102568214065083,0.004501215885118647,23.30189955755723
20260805T200002Z_calcium-lactate,calcium-lactate,C,rotation,45.0,,6,0.19828333333333334,0.004447658560036584,0.0018157490037019022,2.243082403985837
20260805T200002Z_calcium-lactate,calcium-lactate,C,rotation,90.0,,6,0.23224999999999998,0.0067140896627912285,0.0027410156268556137,2.8908889829025743
20260805T200002Z_calcium-lactate,calcium-lactate,D,speed,45.0,,3,0.46913333333333335,0.09424183430586087,0.05441054840541289,20.088496725705742
20260805T200002Z_calcium-lactate,calcium-lactate,E,refeed,0.0,,8,0.042325,0.003987749096563479,0.001409882213925282,9.421734427793217
20260805T200002Z_calcium-lactate,calcium-lactate,E,tap,0.0,,8,0.0023125,0.0003181980515339464,0.0001125,13.759915742008491
20260805T200002Z_calcium-lactate,calcium-lactate,E,refeed,45.0,,8,0.1655,0.010367256146155551,0.0036653785616222513,6.2642031094595465
20260805T200002Z_calcium-lactate,calcium-lactate,E,tap,45.0,,8,0.0203625,0.0028192894241533374,0.0009967693349731707,13.845497478960528
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,A,baseline,45.0,,8,0.0,0.0,0.0,
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,B,hold,0.0,,1,0.0,,,
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,B,hold,45.0,,1,0.0,,,
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,B,hold,90.0,,1,0.0,,,
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,C,rotation,0.0,,6,0.0025833333333333333,0.0012139467313958495,0.0004955916778065499,46.99148637661353
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,C,rotation,45.0,,6,0.02635,0.002400624918640977,0.0009800510190801292,9.110531000535019
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,C,rotation,90.0,,6,0.009349999999999999,0.014687920206754938,0.005996318314877333,157.0900556872186
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,D,speed,45.0,,3,0.08276666666666667,0.01117780538984882,0.0064535089507784665,13.505201840332848
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,E,refeed,0.0,,8,0.0028875,0.0003833592123769634,0.00013553794935104233,13.276509519548515
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,E,tap,0.0,,8,1.25e-05,3.535533905932738e-05,1.2499999999999999e-05,282.842712474619
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,E,refeed,45.0,,8,0.023975,0.0025075599978579056,0.0008865563393587248,10.459061513484485
20260805T215252Z_carboxymethyl-cellulose,carboxymethyl-cellulose,E,tap,45.0,,8,0.00015,0.0003070597894314954,0.00010856202966836189,204.70652628766365
20260806T140254Z_xanthan-gum,xanthan-gum,A,baseline,45.0,,8,0.0,0.0,0.0,
20260806T140254Z_xanthan-gum,xanthan-gum,B,hold,0.0,,1,0.0,,,
20260806T140254Z_xanthan-gum,xanthan-gum,B,hold,45.0,,1,0.0,,,
20260806T140254Z_xanthan-gum,xanthan-gum,B,hold,90.0,,1,0.0,,,
20260806T140254Z_xanthan-gum,xanthan-gum,C,rotation,0.0,,6,0.023716666666666667,0.004880744478731361,0.0019925555896330165,20.57938641770075
20260806T140254Z_xanthan-gum,xanthan-gum,C,rotation,45.0,,6,0.16118333333333335,0.019454091257796312,0.007942099498523328,12.069542709831234
20260806T140254Z_xanthan-gum,xanthan-gum,C,rotation,90.0,,6,0.18676666666666666,0.007382592137363853,0.00301393061927075,3.952842479402385
20260806T140254Z_xanthan-gum,xanthan-gum,D,speed,45.0,,3,0.46386666666666665,0.20643268475058238,0.1191839661102859,44.50259084878896
20260806T140254Z_xanthan-gum,xanthan-gum,E,refeed,0.0,,8,0.019975,0.0009223417401995242,0.00032609704953324216,4.61748055168723
20260806T140254Z_xanthan-gum,xanthan-gum,E,tap,0.0,,8,0.00015,0.0003070597894314954,0.00010856202966836189,204.70652628766365
20260806T140254Z_xanthan-gum,xanthan-gum,E,refeed,45.0,,8,0.13635,0.006484707284945755,0.002292690247597474,4.7559276017203915
20260806T140254Z_xanthan-gum,xanthan-gum,E,tap,45.0,,8,0.0136125,0.0034477477120163948,0.0012189628934935982,25.327806883499687
20260806T145120Z_salt,salt,A,baseline,45.0,,8,0.0,0.0,0.0,
20260806T145120Z_salt,salt,B,hold,0.0,,1,0.0,,,
20260806T145120Z_salt,salt,B,hold,45.0,,1,0.0,,,
20260806T145120Z_salt,salt,B,hold,90.0,,1,0.0,,,
20260806T145120Z_salt,salt,C,rotation,0.0,,6,0.0056,0.0006985699678629193,0.00028518999514943257,12.474463711837844
20260806T145120Z_salt,salt,C,rotation,45.0,,6,0.0171,0.005944409138005223,0.002426794868408398,34.76262653804224
20260806T145120Z_salt,salt,C,rotation,90.0,,6,0.024900000000000002,0.009874006279114876,0.004031046183478098,39.6546436912244
20260806T145120Z_salt,salt,D,speed,45.0,,3,0.0881,0.055140547694051786,0.031835410054424196,62.5885898910917
20260806T145120Z_salt,salt,E,refeed,0.0,,8,0.0071125,0.002291248879666159,0.0008100788100990103,32.21439549618501
20260806T145120Z_salt,salt,E,tap,0.0,,8,0.00125,0.0004242640687119285,0.00015,33.94112549695428
20260806T145120Z_salt,salt,E,refeed,45.0,,8,0.0457875,0.009169271274986127,0.0032418269485408554,20.02570849027819
20260806T145120Z_salt,salt,E,tap,45.0,,8,0.0030499999999999998,0.001218898800440088,0.0004309458036856673,39.963895096396335
20260811T183043Z_alsi10mg,alsi10mg,A,baseline,45.0,,8,0.0,0.0,0.0,
20260811T183043Z_alsi10mg,alsi10mg,B,hold,0.0,,1,0.0,,,
20260811T183043Z_alsi10mg,alsi10mg,B,hold,45.0,,1,0.0,,,
20260811T183043Z_alsi10mg,alsi10mg,B,hold,90.0,,1,0.0,,,
20260811T183043Z_alsi10mg,alsi10mg,C,rotation,0.0,,6,0.08259999999999999,0.0031317726609701403,0.001278540834962523,3.79149232562971
20260811T183043Z_alsi10mg,alsi10mg,C,rotation,45.0,,6,0.07555,0.005911937076796403,0.0024135382049320594,7.8251979838469925
20260811T183043Z_alsi10mg,alsi10mg,C,rotation,90.0,,6,0.0683,0.0028305476501906805,0.00115556623926685,4.1442864570873805
20260811T183043Z_alsi10mg,alsi10mg,D,speed,45.0,,3,0.2212333333333333,0.11643411584811961,0.06722326812776792,52.62955364537575
20260811T183043Z_alsi10mg,alsi10mg,E,refeed,0.0,,8,0.06855,0.005298517312823058,0.0018733087610657538,7.729419858239326
20260811T183043Z_alsi10mg,alsi10mg,E,tap,0.0,,8,-3.7500000000000003e-05,7.44023809142845e-05,2.630521404045756e-05,198.40634910475865
20260811T183043Z_alsi10mg,alsi10mg,E,refeed,45.0,,8,0.0573875,0.014839179559530912,0.0052464422468945565,25.857860264919907
20260811T183043Z_alsi10mg,alsi10mg,E,tap,45.0,,8,-0.000325,0.000696419413859206,0.0002462214450449026,214.2828965720634
20260812T215154Z_salt,salt,A,baseline,45.0,,8,0.0,0.0,0.0,
20260812T215154Z_salt,salt,B,hold,0.0,,1,0.0,,,
20260812T215154Z_salt,salt,B,hold,45.0,,1,0.0,,,
20260812T215154Z_salt,salt,B,hold,90.0,,1,0.0,,,
20260812T215154Z_salt,salt,C,rotation,0.0,,6,0.034300000000000004,0.002954995769878529,0.0012063719713808563,8.615148017138567
20260812T215154Z_salt,salt,C,rotation,45.0,,6,0.17535,0.010469909264172258,0.004274322558410087,5.970863566679361
20260812T215154Z_salt,salt,C,rotation,90.0,,6,0.2304166666666667,0.013747496741831457,0.005612392043010219,5.966363866255967
20260812T215154Z_salt,salt,D,speed,45.0,,3,0.5539,0.1659992469862439,0.0958397099327831,29.969172591847613
20260812T215154Z_salt,salt,E,refeed,0.0,,8,0.0369875,0.0018364853855744594,0.0006492956348448458,4.965151431090124
20260812T215154Z_salt,salt,E,tap,0.0,,8,3.7500000000000003e-05,5.175491695067657e-05,1.8298126367784997e-05,138.01311186847084
20260812T215154Z_salt,salt,E,refeed,45.0,,8,0.1622625,0.00759039571714526,0.0026836101417413703,4.677849606129118
20260812T215154Z_salt,salt,E,tap,45.0,,8,0.0009125,0.00017268882005337972,6.105471784742412e-05,18.924802197630655
20260820T175631Z_salt,salt,A,baseline,45.0,,8,0.0010374999999999998,0.012323721318776125,0.00435709345697991,1187.8285608458916
20260820T175631Z_salt,salt,B,hold,0.0,,1,-0.054,,,
20260820T175631Z_salt,salt,B,hold,45.0,,1,0.0932,,,
20260820T175631Z_salt,salt,B,hold,90.0,,1,0.0352,,,
20260820T175631Z_salt,salt,C,rotation,0.0,,6,0.050416666666666665,0.019393547036750825,0.007917382423784041,38.46653957702643
20260820T175631Z_salt,salt,C,rotation,45.0,,6,0.155,0.03067735321047108,0.012523977004130918,19.791840780949084
20260820T175631Z_salt,salt,C,rotation,90.0,,6,0.20848333333333333,0.0355510571807178,0.014513658318211085,17.05222984125884
20260820T175631Z_salt,salt,D,speed,45.0,,3,0.4765,0.19682883426977868,0.11363918044993697,41.30720551307002
20260820T175631Z_salt,salt,E,refeed,0.0,,8,0.0488625,0.02093759008509405,0.007402555965437112,42.850018081543205
20260820T175631Z_salt,salt,E,tap,0.0,,8,0.0072250000000000005,0.01597513693212049,0.005648063827543028,221.10916169024895
20260820T192224Z_sodium-sulfate,sodium-sulfate,A,baseline,45.0,,8,0.007500000000000001,0.024260726640866658,0.008577462162134971,323.4763552115554
20260820T192224Z_sodium-sulfate,sodium-sulfate,B,hold,0.0,,1,0.1195,,,
20260820T192224Z_sodium-sulfate,sodium-sulfate,B,hold,45.0,,1,-0.0062,,,
20260820T192224Z_sodium-sulfate,sodium-sulfate,B,hold,90.0,,1,-0.0201,,,
20260820T192224Z_sodium-sulfate,sodium-sulfate,C,rotation,0.0,,6,0.0512,0.01900505195993949,0.007758779972822187,37.11924210925682
20260820T192224Z_sodium-sulfate,sodium-sulfate,C,rotation,45.0,,6,0.2084,0.03211846820755935,0.01311230973805404,15.411932921093737
20260820T192224Z_sodium-sulfate,sodium-sulfate,C,rotation,90.0,,6,0.24355000000000002,0.028882711091585564,0.011791317427101463,11.859047871724723
20260820T192224Z_sodium-sulfate,sodium-sulfate,D,speed,45.0,,3,0.9057,0.3222955320819698,0.18607741220613894,35.5852414797361
20260820T192224Z_sodium-sulfate,sodium-sulfate,E,refeed,0.0,,8,0.0410125,0.010127252835789182,0.003580524577488612,24.69308829207969
20260820T192224Z_sodium-sulfate,sodium-sulfate,E,tap,0.0,,8,0.007899999999999999,0.008006782838854282,0.002830825220420969,101.35168150448459
20260820T192224Z_sodium-sulfate,sodium-sulfate,E,refeed,45.0,,8,0.1847125,0.021712171537115826,0.007676411864090072,11.75457618575669
20260820T192224Z_sodium-sulfate,sodium-sulfate,E,tap,45.0,,8,0.0093375,0.007944978198297876,0.002808973980197853,85.0867812401379
20260820T214823Z_silicon-110-200,silicon-110-200,A,baseline,45.0,,8,-0.0009874999999999997,0.020189066171003127,0.007137912797670118,2044.4623970636083
20260820T214823Z_silicon-110-200,silicon-110-200,B,hold,0.0,,1,0.0049,,,
20260820T214823Z_silicon-110-200,silicon-110-200,B,hold,45.0,,1,-0.0328,,,
20260820T214823Z_silicon-110-200,silicon-110-200,B,hold,90.0,,1,0.0464,,,
20260820T214823Z_silicon-110-200,silicon-110-200,C,rotation,0.0,,6,0.05716666666666667,0.0173715476186397,0.007091904618021248,30.387546854763322
20260820T214823Z_silicon-110-200,silicon-110-200,C,rotation,45.0,,6,0.2107,0.01467678438895932,0.005991772136299355,6.965725860920417
20260820T214823Z_silicon-110-200,silicon-110-200,C,rotation,90.0,,6,0.30235,0.013236124810532728,0.0054036253262663096,4.377749234507269
20260820T214823Z_silicon-110-200,silicon-110-200,D,speed,45.0,,3,0.7741000000000001,0.14163431787529462,0.08177261155179039,18.296643569990263
20260820T214823Z_silicon-110-200,silicon-110-200,E,refeed,0.0,,8,0.0557125,0.011643322733898356,0.004116536230341509,20.89894141152947
20260820T214823Z_silicon-110-200,silicon-110-200,E,tap,0.0,,8,-0.003725,0.0074603236237732054,0.0026376227121081156,200.27714426236793
20260820T214823Z_silicon-110-200,silicon-110-200,E,refeed,45.0,,8,0.1745875,0.015343536331069748,0.005424759293540788,8.788450680071453
20260820T214823Z_silicon-110-200,silicon-110-200,E,tap,45.0,,8,-0.003525,0.006652550531294639,0.0023520317964323043,188.7248377672238
20260821T151337Z_alsi10mg,alsi10mg,A,baseline,45.0,,8,-0.0022999999999999995,0.0288515906964293,0.01020057771473193,1254.416986801274
20260821T151337Z_alsi10mg,alsi10mg,B,hold,0.0,,1,0.0133,,,
20260821T151337Z_alsi10mg,alsi10mg,B,hold,45.0,,1,-0.0337,,,
20260821T151337Z_alsi10mg,alsi10mg,B,hold,90.0,,1,0.0402,,,
20260821T151337Z_alsi10mg,alsi10mg,C,rotation,0.0,,6,0.04893333333333333,0.016571743018363116,0.0067653857572532,33.865959846791114
20260821T151337Z_alsi10mg,alsi10mg,C,rotation,45.0,,6,0.23095,0.031082261822460735,0.012689280252769792,13.458437680216816
20260821T151337Z_alsi10mg,alsi10mg,C,rotation,90.0,,6,0.3389333333333333,0.015099359809828595,0.0061642878294612844,4.454964538698444
20260821T151337Z_alsi10mg,alsi10mg,D,speed,45.0,,3,0.8449,0.26813170271342396,0.15480591073986805,31.735318110240737
20260821T151337Z_alsi10mg,alsi10mg,E,refeed,0.0,,8,0.0540375,0.024107552906565553,0.008523307069022983,44.612635496767155
20260821T151337Z_alsi10mg,alsi10mg,E,tap,0.0,,8,0.0058875,0.012975849820779699,0.004587655699965786,220.39659992831758
20260821T151337Z_alsi10mg,alsi10mg,E,refeed,45.0,,8,0.2758125,0.00993010394133487,0.0035108219174025744,3.6003096093668234
20260821T151337Z_alsi10mg,alsi10mg,E,tap,45.0,,8,-0.0019124999999999995,0.01419410717767865,0.0050183747191126105,742.1755387021518
20260821T161838Z_silicon-325,silicon-325,A,baseline,45.0,,8,0.0,0.0,0.0,
20260821T161838Z_silicon-325,silicon-325,B,hold,0.0,,1,0.0,,,
20260821T161838Z_silicon-325,silicon-325,B,hold,45.0,,1,0.0,,,
20260821T161838Z_silicon-325,silicon-325,B,hold,90.0,,1,0.0,,,
20260821T161838Z_silicon-325,silicon-325,C,rotation,0.0,,6,0.0,0.0,0.0,
20260821T161838Z_silicon-325,silicon-325,C,rotation,45.0,,6,0.0,0.0,0.0,
20260821T161838Z_silicon-325,silicon-325,C,rotation,90.0,,6,0.0012,0.002939387691339814,0.0012000000000000001,244.94897427831782
20260821T161838Z_silicon-325,silicon-325,D,speed,45.0,,3,0.01746666666666667,0.003722006627255428,0.0021489015281714926,21.30919824764558
20260821T161838Z_silicon-325,silicon-325,E,refeed,0.0,,8,0.0003125,0.0004189698250300542,0.0001481282021956463,134.07034400961734
20260821T161838Z_silicon-325,silicon-325,E,tap,0.0,,8,-3.7500000000000003e-05,0.00018468119248354136,6.529466178136506e-05,492.4831799561102
20260821T161838Z_silicon-325,silicon-325,E,refeed,45.0,,8,0.0011,0.0018715921411614077,0.0006617077473153407,170.1447401055825
20260821T161838Z_silicon-325,silicon-325,E,tap,45.0,,8,0.00055,0.0009335033858688309,0.0003300432872042263,169.72788833978743
20260821T170712Z_barium-chloride,barium-chloride,A,baseline,45.0,,8,0.0,0.0,0.0,
20260821T170712Z_barium-chloride,barium-chloride,B,hold,0.0,,1,0.0,,,
20260821T170712Z_barium-chloride,barium-chloride,B,hold,45.0,,1,0.0,,,
20260821T170712Z_barium-chloride,barium-chloride,B,hold,90.0,,1,0.0,,,
20260821T170712Z_barium-chloride,barium-chloride,C,rotation,0.0,,6,0.023283333333333333,0.01094046007563972,0.004466424122768061,46.98837541434382
20260821T170712Z_barium-chloride,barium-chloride,C,rotation,45.0,,6,0.1847,0.03170154570364039,0.01294210183857321,17.16380384604244
20260821T170712Z_barium-chloride,barium-chloride,C,rotation,90.0,,6,0.20038333333333336,0.07672299307682584,0.03132203076288495,38.28811099234426
20260821T170712Z_barium-chloride,barium-chloride,D,speed,45.0,,3,0.44226666666666664,0.3251675926861921,0.18773559716911561,73.52297091186135
20260821T170712Z_barium-chloride,barium-chloride,E,refeed,0.0,,8,0.0373625,0.0023033748531851514,0.0008143659891508944,6.164937713443028
20260821T170712Z_barium-chloride,barium-chloride,E,tap,0.0,,8,6.25e-05,0.00011877349391654207,4.1992771486803024e-05,190.03759026646733
20260821T170712Z_barium-chloride,barium-chloride,E,refeed,45.0,,8,0.1907625,0.011642279784107088,0.004116167491906588,6.103023279788789
20260821T170712Z_barium-chloride,barium-chloride,E,tap,45.0,,8,0.002125,0.001037510757259206,0.0003668154460059873,48.824035635727334
20260821T182705Z_fumed-silica,fumed-silica,A,baseline,45.0,,8,-0.0009875,0.003860953805177457,0.001365053308744492,390.9826638154387
20260821T182705Z_fumed-silica,fumed-silica,B,hold,0.0,,1,0.0079,,,
20260821T182705Z_fumed-silica,fumed-silica,B,hold,45.0,,1,-0.0191,,,
20260821T182705Z_fumed-silica,fumed-silica,B,hold,90.0,,1,0.0015,,,
20260821T182705Z_fumed-silica,fumed-silica,C,rotation,0.0,,6,0.0025166666666666666,0.014068321387666213,0.0057433681562109335,559.0061478542866
20260821T182705Z_fumed-silica,fumed-silica,C,rotation,45.0,,6,0.0027166666666666663,0.014250251459769636,0.005817640797131123,524.549133488453
20260821T182705Z_fumed-silica,fumed-silica,C,rotation,90.0,,6,0.005566666666666667,0.009963065124080373,0.004067404304685948,178.977217797851
20260821T182705Z_fumed-silica,fumed-silica,D,speed,45.0,,3,-0.0005000000000000001,0.0243006172761105,0.014029967925836467,4860.1234552220985
20260821T182705Z_fumed-silica,fumed-silica,E,refeed,0.0,,8,-0.008862499999999999,0.009848268520767641,0.003481888726990404,111.12291701853475
20260821T182705Z_fumed-silica,fumed-silica,E,tap,0.0,,8,0.032175,0.006221793494300039,0.0021997361854809512,19.337353517638036
20260821T182705Z_fumed-silica,fumed-silica,E,refeed,45.0,,8,0.0126875,0.015565569834918164,0.005503259991651701,122.68429426536484
20260821T182705Z_fumed-silica,fumed-silica,E,tap,45.0,,8,0.00185,0.0021889332039668483,0.0007739047560446772,118.32071372793774
20260821T192031Z_salt,salt,A,baseline,45.0,,8,0.0013125,0.002882180474174767,0.0010190046789462183,219.59470279426796
20260821T192031Z_salt,salt,B,hold,0.0,,1,0.0419,,,
20260821T192031Z_salt,salt,B,hold,45.0,,1,-0.0134,,,
20260821T192031Z_salt,salt,B,hold,90.0,,1,0.0033,,,
20260821T192031Z_salt,salt,C,rotation,0.0,,6,0.038,0.010370535183875516,0.004233753260012523,27.290882062830306
20260821T192031Z_salt,salt,C,rotation,45.0,,6,0.14648333333333333,0.026832175958476923,0.01095418996447377,18.317562379208276
20260821T192031Z_salt,salt,C,rotation,90.0,,6,0.26516666666666666,0.032935492506818036,0.013445858511493835,12.420675992514658
20260821T192031Z_salt,salt,D,speed,45.0,,3,0.6296333333333334,0.12574069879451652,0.07259642629710576,19.970464099928506
20260821T192031Z_salt,salt,E,refeed,0.0,,8,0.0403,0.019509338423285547,0.006897592747784238,48.41026904041078
20260821T192031Z_salt,salt,E,tap,0.0,,8,0.008975,0.011213989987001568,0.003964744181983426,124.94696364347149
20260821T192031Z_salt,salt,E,refeed,45.0,,8,0.1554375,0.023903970829729757,0.008451329935493667,15.378509580847451
20260821T192031Z_salt,salt,E,tap,45.0,,8,-0.0041,0.010686038956106635,0.003778085304943308,260.6350964904057
