run_id,powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms,sigma_g,drift_g,shock_g,retries,quality
20260821T161838Z_silicon-325,silicon-325,E,45.0,refeed,4,360.0,30.0,0.0102,0.011,0.0009,,719122,0.0001,-0.0005,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,tap,4,1,,0.0111,0.0122,0.0011,,726679,0.0,0.0,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,refeed,5,360.0,30.0,0.0122,0.0122,0.0,lowflow,738259,0.0,0.0,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,tap,5,1,,0.0125,0.0123,-0.0002,,745800,0.0001,0.0002,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,refeed,6,360.0,30.0,0.0123,0.0125,0.0002,lowflow,757377,0.0,0.0,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,tap,6,1,,0.0126,0.0125,-0.0001,,764928,0.0,0.0,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,refeed,7,360.0,30.0,0.0125,0.0126,0.0001,lowflow,776499,0.0,0.0,0.0,0,ok
20260821T161838Z_silicon-325,silicon-325,E,45.0,tap,7,1,,0.0128,0.0138,0.001,,784056,0.0001,0.0002,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,0,,,0.0,0.0,0.0,,18357,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,1,,,0.0,0.0,0.0,,22851,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,2,,,0.0,0.0,0.0,,27347,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,3,,,0.0,0.0,0.0,,31844,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,4,,,0.0,0.0,0.0,,36335,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,5,,,0.0,0.0,0.0,,40830,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,6,,,0.0,0.0,0.0,,45336,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,A,45.0,baseline,7,,,0.0,0.0,0.0,,49820,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,B,0.0,hold,0,15,,0.0,0.0,0.0,,83786,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,B,45.0,hold,0,15,,0.0,0.0,0.0,,117724,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,B,90.0,hold,0,15,,0.0,0.0,0.0,,151673,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,0,360.0,30.0,0.0,0.0099,0.0099,,175288,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,1,360.0,30.0,0.0099,0.0197,0.0098,,186860,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,2,360.0,30.0,0.0197,0.0435,0.0238,,198436,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,3,360.0,30.0,0.0435,0.0736,0.0301,,210007,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,4,360.0,30.0,0.0739,0.1068,0.0329,,221575,0.0002,0.0003,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,0.0,rotation,5,360.0,30.0,0.1068,0.14,0.0332,,233146,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,0,360.0,30.0,0.0,0.1431,0.1431,,256003,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,1,360.0,30.0,0.1431,0.3004,0.1573,,267573,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,2,360.0,30.0,0.3004,0.4846,0.1842,,279159,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,3,360.0,30.0,0.4846,0.6992,0.2146,,290720,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,4,360.0,30.0,0.6992,0.8829,0.1837,,302291,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,45.0,rotation,5,360.0,30.0,0.8832,1.1085,0.2253,,313858,0.0002,0.0003,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,0,360.0,30.0,0.0,0.319,0.319,,336716,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,1,360.0,30.0,0.319,0.5941,0.2751,,348287,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,2,360.0,30.0,0.5941,0.7548,0.1607,,359870,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,3,360.0,30.0,0.7549,0.918,0.1631,,371428,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,4,360.0,30.0,0.918,1.0555,0.1375,,383004,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,C,90.0,rotation,5,360.0,30.0,1.0555,1.2024,0.1469,,394590,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,D,45.0,speed,0,3.0,15.0,0.0,0.783,0.783,,431581,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,D,45.0,speed,1,3.0,45.0,0.783,0.9183,0.1353,,445062,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,D,45.0,speed,2,3.0,90.0,0.9183,1.3268,0.4085,,455500,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,0,360.0,30.0,0.0,0.0391,0.0391,,478344,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,0,1,,0.0391,0.0393,0.0002,,485898,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,1,360.0,30.0,0.0399,0.0799,0.04,,497470,0.0001,0.0004,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,1,1,,0.0799,0.0799,0.0,,505036,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,2,360.0,30.0,0.0804,0.115,0.0346,,516597,0.0001,0.0004,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,2,1,,0.1153,0.1151,-0.0001,,524155,0.0001,0.0002,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,3,360.0,30.0,0.1157,0.154,0.0383,,535722,0.0001,0.0004,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,3,1,,0.1542,0.1542,-0.0001,,543290,0.0001,0.0002,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,4,360.0,30.0,0.1547,0.1883,0.0336,,554861,0.0001,0.0004,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,4,1,,0.1883,0.1885,0.0002,,562408,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,5,360.0,30.0,0.1891,0.226,0.0369,,573979,0.0001,0.0004,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,5,1,,0.226,0.2261,0.0001,,581531,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,6,360.0,30.0,0.2268,0.2662,0.0394,,593102,0.0001,0.0005,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,6,1,,0.2662,0.2663,0.0001,,600656,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,refeed,7,360.0,30.0,0.2667,0.3037,0.037,,612247,0.0002,0.0003,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,0.0,tap,7,1,,0.3037,0.3039,0.0001,,619795,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,0,360.0,30.0,0.0,0.1842,0.1842,,642639,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,0,1,,0.1844,0.1865,0.002,,650192,0.0001,0.0002,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,1,360.0,30.0,0.1865,0.3698,0.1833,,661768,0.0002,-0.0001,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,1,1,,0.3698,0.3723,0.0025,,669331,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,2,360.0,30.0,0.3724,0.5601,0.1877,,680903,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,2,1,,0.5601,0.562,0.0019,,688449,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,3,360.0,30.0,0.5621,0.7684,0.2063,,700016,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,3,1,,0.7687,0.7702,0.0015,,707572,0.0001,0.0003,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,4,360.0,30.0,0.7703,0.981,0.2107,,719144,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,4,1,,0.981,0.9829,0.0019,,726701,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,5,360.0,30.0,0.983,1.1601,0.1771,,738269,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,5,1,,1.1601,1.1616,0.0015,,745836,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,6,360.0,30.0,1.1621,1.3519,0.1898,,757408,0.0001,0.0005,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,6,1,,1.3519,1.3564,0.0045,,764954,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,refeed,7,360.0,30.0,1.3564,1.5434,0.187,,776533,0.0,0.0,0.0,0,ok
20260821T170712Z_barium-chloride,barium-chloride,E,45.0,tap,7,1,,1.5437,1.5449,0.0012,,784090,0.0001,0.0002,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,0,,,-4.1771,-4.1815,-0.0044,,14356,0.0027,0.0042,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,1,,,-4.176,-4.1822,-0.0061,,18837,0.0006,0.0054,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,2,,,-4.1796,-4.1818,-0.0022,,23336,0.0005,0.0026,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,3,,,-4.1859,-4.1845,0.0014,,27827,0.0028,-0.0041,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,4,,,-4.1888,-4.1844,0.0044,,32322,0.0009,-0.0043,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,5,,,-4.1843,-4.1856,-0.0014,,36817,0.0009,0.0001,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,6,,,-4.1832,-4.1866,-0.0035,,41311,0.0014,0.0025,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,A,45.0,baseline,7,,,-4.1911,-4.1872,0.0039,,45806,0.0053,-0.0044,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,B,0.0,hold,0,15,,-4.1932,-4.1853,0.0079,,75742,0.0017,-0.0125,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,B,45.0,hold,0,15,,-4.17,-4.1891,-0.0191,,105675,0.0081,0.0175,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,B,90.0,hold,0,15,,-4.1923,-4.1908,0.0015,,153973,0.0017,-0.0023,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,0,360.0,30.0,-4.1899,-4.1969,-0.007,lowflow,173574,0.0006,-0.0054,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,1,360.0,30.0,-4.2274,-4.1991,0.0283,,185145,0.0081,-0.0265,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,2,360.0,30.0,-4.1975,-4.1972,0.0003,lowflow,196712,0.004,0.002,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,3,360.0,30.0,-4.188,-4.2007,-0.0126,lowflow,208288,0.0059,0.0103,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,4,360.0,30.0,-4.2039,-4.2005,0.0034,,219855,0.0157,-0.0006,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,0.0,rotation,5,360.0,30.0,-4.2029,-4.2002,0.0027,,231431,0.0011,-0.0023,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,0,360.0,30.0,-4.2114,-4.2004,0.0109,,254284,0.0127,-0.0083,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,1,360.0,30.0,-4.214,-4.1979,0.0161,,265855,0.0083,-0.0117,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,2,360.0,30.0,-4.1841,-4.1995,-0.0155,lowflow,277437,0.0016,0.0135,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,3,360.0,30.0,-4.2146,-4.1961,0.0186,,288996,0.0046,-0.0154,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,4,360.0,30.0,-4.1881,-4.1953,-0.0072,lowflow,300567,0.0038,0.0068,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,45.0,rotation,5,360.0,30.0,-4.1983,-4.2049,-0.0066,lowflow,312139,0.001,-0.0051,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,0,360.0,30.0,-4.2105,-4.197,0.0135,,330983,0.0038,-0.0036,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,1,360.0,30.0,-4.2166,-4.1994,0.0172,,342550,0.0039,-0.0167,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,2,360.0,30.0,-4.1988,-4.2039,-0.0051,lowflow,354121,0.0018,0.0019,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,3,360.0,30.0,-4.1948,-4.2006,-0.0058,lowflow,365693,0.0125,0.0088,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,4,360.0,30.0,-4.2098,-4.198,0.0119,,377264,0.0039,-0.01,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,C,90.0,rotation,5,360.0,30.0,-4.1997,-4.198,0.0017,,388836,0.0079,-0.0019,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,D,45.0,speed,0,3.0,15.0,-4.1751,-4.1962,-0.0211,,421833,0.0141,0.0231,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,D,45.0,speed,1,3.0,45.0,-4.1895,-4.1962,-0.0067,,435313,0.005,0.0077,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,D,45.0,speed,2,3.0,90.0,-4.1867,-4.1604,0.0263,,445736,0.0109,0.0093,-0.0141,0,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,0,360.0,30.0,-4.1739,-4.1802,-0.0062,lowflow,482941,0.0078,0.0004,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,0,1,,-4.1605,-4.1282,0.0323,,505602,0.005,0.0043,-0.0323,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,1,360.0,30.0,-4.1544,-4.1781,-0.0237,lowflow,517185,0.0042,0.007,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,1,1,,-4.1577,-4.1207,0.037,,539839,0.0052,0.0002,-0.0374,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,2,360.0,30.0,-4.1649,-4.1701,-0.0052,lowflow,551413,0.0029,-0.0092,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,2,1,,-4.1541,-4.1209,0.0332,,574073,0.0026,0.0035,-0.0398,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,3,360.0,30.0,-4.1671,-4.1683,-0.0012,lowflow,585657,0.0093,-0.0049,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,3,1,,-4.1591,-4.1375,0.0216,,608309,0.0043,0.0011,-0.0182,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,4,360.0,30.0,-4.1715,-4.1713,0.0001,,619880,0.0078,-0.0132,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,4,1,,-4.1675,-4.1256,0.042,,642546,0.0035,-0.0067,-0.0346,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,5,360.0,30.0,-4.1453,-4.1673,-0.022,,654129,0.0025,0.0139,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,5,1,,-4.1738,-4.1392,0.0346,,676781,0.0023,-0.0039,-0.022,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,6,360.0,30.0,-4.1774,-4.1762,0.0012,,688352,0.0078,-0.0151,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,6,1,,-4.157,-4.13,0.0271,,711018,0.0015,0.0015,-0.0293,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,refeed,7,360.0,30.0,-4.1537,-4.1676,-0.0139,,722601,0.0039,0.0049,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,0.0,tap,7,1,,-4.1594,-4.1297,0.0296,,745257,0.0053,0.0007,-0.0271,2,shock
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,0,360.0,30.0,-4.1685,-4.1677,0.0008,,782554,0.011,-0.0078,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,0,1,,-4.1724,-4.1696,0.0028,,790104,0.0039,-0.0023,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,1,360.0,30.0,-4.2144,-4.1701,0.0442,,801674,0.0158,-0.0428,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,1,1,,-4.1739,-4.1715,0.0024,,809230,0.0053,-0.0019,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,2,360.0,30.0,-4.1974,-4.174,0.0234,,820813,0.0093,-0.0251,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,2,1,,-4.1772,-4.1748,0.0025,,828370,0.0045,-0.0025,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,3,360.0,30.0,-4.169,-4.1734,-0.0044,lowflow,839927,0.0041,0.0068,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,3,1,,-4.1736,-4.1744,-0.0008,,847494,0.0006,-0.0008,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,4,360.0,30.0,-4.1789,-4.1732,0.0057,,859054,0.001,-0.0036,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,4,1,,-4.1799,-4.1752,0.0047,,866611,0.0018,-0.003,0.0,0,ok
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,5,360.0,30.0,-4.1849,-4.1749,0.01,,878183,0.0086,-0.0081,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,5,1,,-4.1798,-4.1757,0.0041,,885735,0.0013,-0.0036,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,6,360.0,30.0,-4.1935,-4.1757,0.0177,,897321,0.006,-0.018,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,6,1,,-4.1762,-4.1774,-0.0012,,904865,0.0065,0.0017,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,refeed,7,360.0,30.0,-4.179,-4.175,0.0041,,916433,0.004,0.0002,0.0,0,unsettled
20260821T182705Z_fumed-silica,fumed-silica,E,45.0,tap,7,1,,-4.1783,-4.178,0.0003,,923987,0.0078,-0.0005,0.0,0,unsettled
20260821T192031Z_salt,salt,A,45.0,baseline,0,,,1.3888,1.3871,-0.0017,,14315,0.0007,-0.0003,0.0,0,ok
20260821T192031Z_salt,salt,A,45.0,baseline,1,,,1.3813,1.3881,0.0068,,18799,0.0027,-0.0059,0.0,0,ok
20260821T192031Z_salt,salt,A,45.0,baseline,2,,,1.3879,1.3902,0.0023,,23293,0.0001,-0.0002,0.0,0,ok
20260821T192031Z_salt,salt,A,45.0,baseline,3,,,1.3933,1.3907,-0.0026,,27788,0.0002,0.0031,0.0,0,ok
20260821T192031Z_salt,salt,A,45.0,baseline,4,,,1.3895,1.3902,0.0007,,32282,0.0009,-0.0012,0.0,0,unsettled
20260821T192031Z_salt,salt,A,45.0,baseline,5,,,1.386,1.3888,0.0028,,36778,0.0037,-0.0042,0.0,0,unsettled
20260821T192031Z_salt,salt,A,45.0,baseline,6,,,1.3895,1.3906,0.0011,,41272,0.0008,0.0007,0.0,0,ok
20260821T192031Z_salt,salt,A,45.0,baseline,7,,,1.391,1.3921,0.0011,,45767,0.0007,0.0004,0.0,0,ok
20260821T192031Z_salt,salt,B,0.0,hold,0,15,,1.3428,1.3847,0.0419,,75703,0.0397,-0.0417,0.0,0,unsettled
20260821T192031Z_salt,salt,B,45.0,hold,0,15,,1.4082,1.3947,-0.0134,,105635,0.0029,0.0213,-0.0152,0,shock
20260821T192031Z_salt,salt,B,90.0,hold,0,15,,1.3795,1.3828,0.0033,,135566,0.0119,-0.0031,0.0,0,ok
20260821T192031Z_salt,salt,C,0.0,rotation,0,360.0,30.0,1.3874,1.4101,0.0226,,155172,0.0009,-0.0009,0.0,0,ok
20260821T192031Z_salt,salt,C,0.0,rotation,1,360.0,30.0,1.406,1.444,0.038,,166744,0.0013,-0.0027,0.0,0,ok
20260821T192031Z_salt,salt,C,0.0,rotation,2,360.0,30.0,1.4421,1.4872,0.045,,178316,0.0016,-0.002,0.0,0,unsettled
20260821T192031Z_salt,salt,C,0.0,rotation,3,360.0,30.0,1.4863,1.5281,0.0417,,189882,0.0014,0.0055,0.0,0,ok
20260821T192031Z_salt,salt,C,0.0,rotation,4,360.0,30.0,1.5337,1.5634,0.0297,,201454,0.0024,0.0066,0.0,0,ok
20260821T192031Z_salt,salt,C,0.0,rotation,5,360.0,30.0,1.5571,1.6081,0.051,,213026,0.0016,-0.005,0.0,0,unsettled
20260821T192031Z_salt,salt,C,45.0,rotation,0,360.0,30.0,1.6215,1.7574,0.136,,231865,0.0074,0.0148,0.0,0,unsettled
20260821T192031Z_salt,salt,C,45.0,rotation,1,360.0,30.0,1.7679,1.9351,0.1673,,243436,0.0067,0.0112,0.0,0,ok
20260821T192031Z_salt,salt,C,45.0,rotation,2,360.0,30.0,1.9394,2.098,0.1585,,255012,0.0012,0.0033,0.0,0,ok
20260821T192031Z_salt,salt,C,45.0,rotation,3,360.0,30.0,2.0893,2.228,0.1386,,266579,0.0085,-0.0082,0.0,0,unsettled
20260821T192031Z_salt,salt,C,45.0,rotation,4,360.0,30.0,2.2479,2.4242,0.1763,,278150,0.0096,0.0169,0.0,0,unsettled
20260821T192031Z_salt,salt,C,45.0,rotation,5,360.0,30.0,2.4594,2.5616,0.1022,,289722,0.0127,0.0358,0.0,0,unsettled
20260821T192031Z_salt,salt,C,90.0,rotation,0,360.0,30.0,2.5433,2.8229,0.2796,,313538,0.0009,-0.0024,0.0,0,ok
20260821T192031Z_salt,salt,C,90.0,rotation,1,360.0,30.0,2.8276,3.0549,0.2273,,325106,0.0013,0.0046,0.0,0,unsettled
20260821T192031Z_salt,salt,C,90.0,rotation,2,360.0,30.0,3.0287,3.3016,0.273,,339167,0.0145,-0.029,0.0,0,unsettled
20260821T192031Z_salt,salt,C,90.0,rotation,3,360.0,30.0,3.253,3.54,0.287,,353222,0.0111,-0.042,0.0,0,unsettled
20260821T192031Z_salt,salt,C,90.0,rotation,4,360.0,30.0,3.5271,3.7489,0.2219,,364793,0.0095,-0.0087,0.0,0,unsettled
20260821T192031Z_salt,salt,C,90.0,rotation,5,360.0,30.0,3.7212,4.0234,0.3022,,376376,0.0054,-0.0239,0.0,0,unsettled
20260821T192031Z_salt,salt,D,45.0,speed,0,3.0,15.0,4.042,4.7821,0.7401,,409360,0.0452,0.0193,0.0,0,unsettled
20260821T192031Z_salt,salt,D,45.0,speed,1,3.0,45.0,4.7787,5.4347,0.656,,422845,0.0027,0.0004,0.0,0,ok
20260821T192031Z_salt,salt,D,45.0,speed,2,3.0,90.0,5.4466,5.9394,0.4928,,433277,0.0016,0.0113,0.0,0,unsettled
20260821T192031Z_salt,salt,E,0.0,refeed,0,360.0,30.0,0.0078,0.0222,0.0144,,456120,0.0012,-0.0003,0.0,0,unsettled
20260821T192031Z_salt,salt,E,0.0,tap,0,1,,0.0192,0.0281,0.0089,,463674,0.0044,-0.0025,0.0,0,unsettled
20260821T192031Z_salt,salt,E,0.0,refeed,1,360.0,30.0,0.0296,0.0719,0.0423,,475250,0.0021,-0.0013,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,tap,1,1,,0.0701,0.0772,0.0071,,482813,0.001,-0.0016,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,refeed,2,360.0,30.0,0.0604,0.1207,0.0603,,494373,0.0007,-0.0141,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,tap,2,1,,0.1212,0.1234,0.0022,,501927,0.0004,0.0011,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,refeed,3,360.0,30.0,0.2211,0.2522,0.031,,539127,0.002,0.0099,0.0,2,ok
20260821T192031Z_salt,salt,E,0.0,tap,3,1,,0.2466,0.2489,0.0023,,546695,0.0047,-0.0065,0.0,0,unsettled
20260821T192031Z_salt,salt,E,0.0,refeed,4,360.0,30.0,0.2445,0.3,0.0554,,558266,0.0016,-0.0065,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,tap,4,1,,0.3008,0.303,0.0022,,565808,0.0009,0.0014,0.0,0,ok
20260821T192031Z_salt,salt,E,0.0,refeed,5,360.0,30.0,0.3022,0.3702,0.068,,577380,0.0004,-0.0003,0.0,0,ok
