run_id,powder_id,block,tilt_deg,rpm,t_ms,grams,stable
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222243,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222531,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222818,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223104,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223392,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223679,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223965,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224252,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224540,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224825,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225113,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225400,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225686,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225973,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,226261,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,226546,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,226834,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,227121,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,227407,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,227695,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,227982,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,228268,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,228555,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,228843,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,229130,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,229416,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,229703,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,229991,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,230276,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,230564,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,230851,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,231137,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,231424,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,231712,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,231998,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,232285,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,232573,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,232858,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,233146,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,233433,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,233719,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,234006,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,234294,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,234579,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,237173,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,237545,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,237832,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,238118,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,238405,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,238693,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,238978,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,239266,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,239553,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,239839,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,240126,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,240414,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,240702,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,240987,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,241275,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,45.0,241562,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,244048,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,244334,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,244621,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,244909,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,245194,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,245482,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,245770,0.0,1
20260804T224937Z_brown-rice-flour,brown-rice-flour,D,45.0,90.0,246057,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,221187,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,221475,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,221762,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,222048,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,222335,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,222623,0.0,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,222908,0.0005,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,223195,0.0007,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,223483,0.001,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,223768,0.0014,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,224056,0.0019,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,224343,0.0027,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,224629,0.0034,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,224917,0.0043,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,225204,0.0051,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,225490,0.0061,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,225777,0.007,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,226064,0.0077,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,226352,0.0083,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,226638,0.009,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,226925,0.0095,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,227213,0.01,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,227498,0.0104,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,227786,0.0109,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,228073,0.015,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,228359,0.015,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,228647,0.0151,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,228934,0.0155,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,229219,0.016,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,229508,0.0164,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,229795,0.0168,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,230080,0.0172,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,230368,0.0178,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,230656,0.0184,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,230941,0.019,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,231228,0.0194,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,231612,0.0201,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,231897,0.0249,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,232184,0.0256,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,232472,0.0256,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,232758,0.0259,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,233045,0.0262,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,233333,0.0266,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,233618,0.0269,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,233906,0.0272,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,234193,0.0276,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,234479,0.0282,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,15.0,234766,0.0287,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,238019,0.0333,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,238306,0.0333,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,238594,0.0334,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,238877,0.0369,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,239165,0.0376,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,239453,0.0381,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,239739,0.0415,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,240026,0.0451,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,240313,0.0478,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,240599,0.0488,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,240886,0.0496,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,241174,0.0504,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,241461,0.0555,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,241747,0.0571,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,242035,0.0584,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,45.0,242322,0.0593,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,244808,0.068,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,245094,0.068,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,245381,0.068,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,245669,0.0681,1
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,245954,0.0756,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,246242,0.0815,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,246529,0.0863,0
20260805T145725Z_sodium-alginate,sodium-alginate,D,45.0,90.0,246815,0.0922,0
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,221144,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,221513,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,221801,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222088,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222374,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222662,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,222949,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223234,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223522,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,223810,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224095,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224479,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,224766,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225051,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225339,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225627,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,225912,0.0,1
20260805T185305Z_brown-rice-flour,brown-rice-flour,D,45.0,15.0,226200,0.0,1
