powder_id,block,tilt_deg,rpm,t_ms,grams,stable
alsi10mg,D,45.0,15.0,530451,7.9346,0
alsi10mg,D,45.0,15.0,530838,7.9146,0
alsi10mg,D,45.0,15.0,531208,7.8973,0
alsi10mg,D,45.0,15.0,531595,7.9161,0
alsi10mg,D,45.0,15.0,531981,7.9265,0
alsi10mg,D,45.0,15.0,532367,7.9365,0
alsi10mg,D,45.0,15.0,532740,7.9433,0
alsi10mg,D,45.0,15.0,533126,7.9459,0
alsi10mg,D,45.0,15.0,533512,7.9427,0
alsi10mg,D,45.0,15.0,533886,7.9663,0
alsi10mg,D,45.0,15.0,534272,8.0153,0
alsi10mg,D,45.0,15.0,534658,8.0668,0
alsi10mg,D,45.0,15.0,535044,8.124,0
alsi10mg,D,45.0,15.0,535430,8.1491,0
alsi10mg,D,45.0,15.0,535799,8.1816,0
alsi10mg,D,45.0,15.0,536185,8.1873,0
alsi10mg,D,45.0,15.0,536571,8.1893,0
alsi10mg,D,45.0,15.0,536957,8.1934,0
alsi10mg,D,45.0,15.0,537329,8.1987,0
alsi10mg,D,45.0,15.0,537715,8.2159,0
alsi10mg,D,45.0,15.0,538102,8.2536,0
alsi10mg,D,45.0,15.0,538488,8.3094,0
alsi10mg,D,45.0,15.0,538860,8.3794,0
alsi10mg,D,45.0,15.0,539246,8.4106,0
alsi10mg,D,45.0,15.0,539632,8.4388,0
alsi10mg,D,45.0,15.0,540018,8.4495,0
alsi10mg,D,45.0,15.0,540390,8.46,0
alsi10mg,D,45.0,15.0,540776,8.4606,0
alsi10mg,D,45.0,15.0,541162,8.4718,0
alsi10mg,D,45.0,15.0,541548,8.4762,0
alsi10mg,D,45.0,15.0,541919,8.498,0
alsi10mg,D,45.0,15.0,542305,8.5631,0
alsi10mg,D,45.0,15.0,542684,8.6276,0
alsi10mg,D,45.0,15.0,543071,8.6631,0
alsi10mg,D,45.0,15.0,543457,8.7004,0
alsi10mg,D,45.0,15.0,543843,8.7231,0
alsi10mg,D,45.0,15.0,544216,8.7346,0
alsi10mg,D,45.0,15.0,544602,8.7298,0
alsi10mg,D,45.0,15.0,544988,8.7364,0
alsi10mg,D,45.0,15.0,545362,8.7416,0
alsi10mg,D,45.0,15.0,545748,8.7458,0
alsi10mg,D,45.0,15.0,546135,8.7934,0
alsi10mg,D,45.0,15.0,546522,8.8681,0
alsi10mg,D,45.0,15.0,546893,8.9263,0
alsi10mg,D,45.0,15.0,547279,8.9471,0
alsi10mg,D,45.0,15.0,547665,8.9849,0
alsi10mg,D,45.0,15.0,548040,8.9901,0
alsi10mg,D,45.0,15.0,548426,8.9997,0
alsi10mg,D,45.0,45.0,556176,8.9986,0
alsi10mg,D,45.0,45.0,556563,8.9988,0
alsi10mg,D,45.0,45.0,556933,9.0096,0
alsi10mg,D,45.0,45.0,557320,9.082,0
alsi10mg,D,45.0,45.0,557706,9.1513,0
alsi10mg,D,45.0,45.0,558092,9.1631,0
alsi10mg,D,45.0,45.0,558463,9.202,0
alsi10mg,D,45.0,45.0,558849,9.3128,0
alsi10mg,D,45.0,45.0,559235,9.3484,0
alsi10mg,D,45.0,45.0,559621,9.36,0
alsi10mg,D,45.0,45.0,559994,9.453,0
alsi10mg,D,45.0,45.0,560380,9.5328,0
alsi10mg,D,45.0,45.0,560766,9.5436,0
alsi10mg,D,45.0,45.0,561152,9.5924,0
alsi10mg,D,45.0,45.0,561524,9.7024,0
alsi10mg,D,45.0,45.0,561910,9.7349,0
alsi10mg,D,45.0,90.0,572145,9.8905,0
alsi10mg,D,45.0,90.0,572532,9.8875,0
alsi10mg,D,45.0,90.0,572904,9.8966,0
alsi10mg,D,45.0,90.0,573290,9.9401,0
alsi10mg,D,45.0,90.0,573676,10.0383,0
alsi10mg,D,45.0,90.0,574062,10.0846,0
alsi10mg,D,45.0,90.0,574433,10.1742,0
alsi10mg,D,45.0,90.0,574820,10.244,0
