powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms,sigma_g,drift_g,shock_g,retries,quality
alsi10mg,A,45.0,baseline,0,,,1.6408,1.6339,-0.0069,,14335,0.0039,-0.0004,0.0101,0,shock
alsi10mg,A,45.0,baseline,1,,,1.6141,1.6542,0.0401,,18830,0.0071,-0.0198,-0.0076,0,shock
alsi10mg,A,45.0,baseline,2,,,1.69,1.6419,-0.0481,,23322,0.0062,0.0358,-0.0177,0,unsettled
alsi10mg,A,45.0,baseline,3,,,1.6366,1.6356,-0.0011,,27822,0.0094,-0.0052,0.0112,0,shock
alsi10mg,A,45.0,baseline,4,,,1.6181,1.6472,0.0291,,32312,0.0069,-0.0174,0.0001,0,shock
alsi10mg,A,45.0,baseline,5,,,1.6745,1.642,-0.0324,,36807,0.0071,0.0272,-0.0111,0,unsettled
alsi10mg,A,45.0,baseline,6,,,1.6406,1.642,0.0014,,41302,0.0064,-0.0014,0.0,0,unsettled
alsi10mg,A,45.0,baseline,7,,,1.6422,1.6417,-0.0005,,45797,0.0032,0.0002,0.0,0,ok
alsi10mg,B,0.0,hold,0,15,,1.6327,1.646,0.0133,,78223,0.0269,-0.0125,0.0,0,unsettled
alsi10mg,B,45.0,hold,0,15,,1.686,1.6523,-0.0337,,108152,0.008,0.042,-0.0103,0,shock
alsi10mg,B,90.0,hold,0,15,,1.5949,1.6351,0.0402,,138083,0.0356,-0.0527,0.0106,0,shock
alsi10mg,C,0.0,rotation,0,360.0,30.0,1.6589,1.6872,0.0284,,157698,0.0104,0.0159,0.0,0,unsettled
alsi10mg,C,0.0,rotation,1,360.0,30.0,1.6729,1.7475,0.0746,,169256,0.0017,-0.0102,0.0,0,unsettled
alsi10mg,C,0.0,rotation,2,360.0,30.0,1.7433,1.7915,0.0481,,180832,0.0061,-0.0035,0.0,0,unsettled
alsi10mg,C,0.0,rotation,3,360.0,30.0,1.8021,1.8597,0.0576,,194885,0.0097,0.0093,0.0,0,unsettled
alsi10mg,C,0.0,rotation,4,360.0,30.0,1.8747,1.909,0.0343,,206456,0.0129,0.0176,0.0,0,unsettled
alsi10mg,C,0.0,rotation,5,360.0,30.0,1.9157,1.9663,0.0506,,218032,0.0092,0.0058,0.0,0,unsettled
alsi10mg,C,45.0,rotation,0,360.0,30.0,2.2154,2.3979,0.1824,,250925,0.0114,0.0113,0.0,1,unsettled
alsi10mg,C,45.0,rotation,1,360.0,30.0,2.5733,2.8247,0.2513,,274068,0.0146,-0.0284,0.0,1,unsettled
alsi10mg,C,45.0,rotation,2,360.0,30.0,3.0747,3.2758,0.2011,,297211,0.0158,0.023,0.0,1,unsettled
alsi10mg,C,45.0,rotation,3,360.0,30.0,3.2679,3.5128,0.2449,,308809,0.0064,-0.0125,0.0,0,unsettled
alsi10mg,C,45.0,rotation,4,360.0,30.0,3.7443,3.9965,0.2522,,331938,0.0207,-0.0018,0.0,1,unsettled
alsi10mg,C,45.0,rotation,5,360.0,30.0,3.9991,4.2529,0.2538,,343495,0.01,0.0006,0.0,0,unsettled
alsi10mg,C,90.0,rotation,0,360.0,30.0,4.5233,4.867,0.3438,,373906,0.0092,-0.0181,0.0,1,unsettled
alsi10mg,C,90.0,rotation,1,360.0,30.0,4.8534,5.1952,0.3419,,397914,0.0088,-0.0164,0.0,0,unsettled
alsi10mg,C,90.0,rotation,2,360.0,30.0,5.1868,5.5194,0.3326,,411967,0.004,-0.0106,0.0,0,unsettled
alsi10mg,C,90.0,rotation,3,360.0,30.0,6.1898,6.5185,0.3287,,454151,0.0244,0.0122,0.0,2,unsettled
alsi10mg,C,90.0,rotation,4,360.0,30.0,7.2271,7.5918,0.3648,,503777,0.0172,0.0194,-0.0165,2,shock
alsi10mg,C,90.0,rotation,5,360.0,30.0,7.6148,7.9366,0.3218,,515347,0.0053,0.0276,0.0,0,unsettled
alsi10mg,D,45.0,speed,0,3.0,15.0,7.9293,8.9962,1.0669,,553308,0.0141,-0.0028,0.0,0,unsettled
alsi10mg,D,45.0,speed,1,3.0,45.0,8.9789,9.8996,0.9208,,566793,0.0176,-0.0217,-0.0155,0,shock
alsi10mg,D,45.0,speed,2,3.0,90.0,9.8866,10.4336,0.547,,579702,0.0148,0.0012,-0.0053,0,shock
alsi10mg,E,0.0,refeed,0,360.0,30.0,10.489,10.5155,0.0266,,615087,0.0174,0.0076,0.0,1,unsettled
alsi10mg,E,0.0,tap,0,1,,10.5205,10.5168,-0.0037,,630195,0.0071,0.0156,0.0,1,unsettled
alsi10mg,E,0.0,refeed,1,360.0,30.0,10.5102,10.5616,0.0515,,644255,0.0135,-0.0034,0.0,0,unsettled
alsi10mg,E,0.0,tap,1,1,,10.5468,10.5578,0.0109,,666930,0.008,-0.0118,0.0,2,unsettled
alsi10mg,E,0.0,refeed,2,360.0,30.0,10.5424,10.6159,0.0735,,680980,0.0128,-0.0177,0.0,0,unsettled
alsi10mg,E,0.0,tap,2,1,,10.6163,10.62,0.0037,,703644,0.0115,-0.0006,0.0,2,unsettled
alsi10mg,E,0.0,refeed,3,360.0,30.0,10.5908,10.6762,0.0854,,715211,0.0153,-0.0271,0.0,0,unsettled
alsi10mg,E,0.0,tap,3,1,,10.6634,10.677,0.0135,,722793,0.0098,-0.0117,0.0,0,unsettled
