powder_id,block,tilt_deg,phase,n,mean_g,std_g,sem_g,min_g,max_g,rsd_pct
alsi10mg,A,45.0,baseline,8,-0.0022999999999999995,0.0288515906964293,0.01020057771473193,-0.0481,0.0401,1254.416986801274
alsi10mg,B,0.0,hold,1,0.0133,,,0.0133,0.0133,
alsi10mg,B,45.0,hold,1,-0.0337,,,-0.0337,-0.0337,
alsi10mg,B,90.0,hold,1,0.0402,,,0.0402,0.0402,
alsi10mg,C,0.0,rotation,6,0.04893333333333333,0.016571743018363116,0.0067653857572532,0.0284,0.0746,33.865959846791114
alsi10mg,C,45.0,rotation,6,0.23095,0.031082261822460735,0.012689280252769792,0.1824,0.2538,13.458437680216816
alsi10mg,C,90.0,rotation,6,0.3389333333333333,0.015099359809828595,0.0061642878294612844,0.3218,0.3648,4.454964538698444
alsi10mg,D,45.0,speed,3,0.8449,0.26813170271342396,0.15480591073986805,0.547,1.0669,31.735318110240737
alsi10mg,E,0.0,refeed,8,0.0540375,0.024107552906565553,0.008523307069022983,0.0266,0.0854,44.612635496767155
alsi10mg,E,0.0,tap,8,0.0058875,0.012975849820779699,0.004587655699965786,-0.0185,0.0208,220.39659992831758
alsi10mg,E,45.0,refeed,8,0.2758125,0.00993010394133487,0.0035108219174025744,0.255,0.2896,3.6003096093668234
alsi10mg,E,45.0,tap,8,-0.0019124999999999995,0.01419410717767865,0.0050183747191126105,-0.0168,0.0216,742.1755387021518
