powder_id,n,target_g,dispensed_g,error_g,status,elapsed_s,auger_rev,taps,phase_cycles,t_ms
silicon-325,0,1.0,0.0,-1.0,stalled,7.0,4.58,0,bulk:12,791047
silicon-325,1,1.0,0.0016,-0.9984,stalled,6.0,4.58,0,bulk:12,797259
silicon-325,2,1.0,0.0004,-0.9996,stalled,7.0,4.58,0,bulk:14,804248
