powder_id,block,started_utc,started_local,elapsed_s
silicon-110-200,G,2026-09-15T02:55:58.520435+00:00,2026-09-14 20:55:58 MDT,2.5
silicon-110-200,H,2026-09-15T03:02:55.186721+00:00,2026-09-14 21:02:55 MDT,419.2
