t_ms,status,grams
133,ST,11.7011
417,ST,11.7011
704,US,11.7008
992,US,11.7007
1277,ST,11.7008
1565,ST,11.7008
1852,ST,11.7008
2138,ST,11.7008
2426,ST,11.7009
2713,ST,11.7009
2999,ST,11.7009
3298,ST,11.7009
3584,ST,11.7008
3766,ST,11.7008
4051,ST,11.7008
4339,ST,11.7008
4627,ST,11.7008
4912,ST,11.7008
5200,ST,11.7008
5487,ST,11.7007
5773,ST,11.7007
6061,ST,11.7007
6360,ST,11.7007
6634,ST,11.7007
6932,ST,11.7007
7218,ST,11.7007
7504,US,11.7010
7790,US,11.7011
8076,ST,11.7011
8362,ST,11.7011
8648,ST,11.7010
8934,ST,11.7011
9220,ST,11.7011
9506,ST,11.7011
9792,ST,11.7012
10079,ST,11.7012
10364,ST,11.7012
10651,ST,11.7012
10938,ST,11.7012
11223,US,11.7008
11511,US,11.7006
11798,US,11.7004
12084,US,11.7003
12371,US,11.7001
12659,ST,11.7001
12945,ST,11.7001
13232,ST,11.7001
13531,ST,11.7002
13817,ST,11.7002
14103,ST,11.7002
14389,ST,11.7002
14675,ST,11.7002
14961,ST,11.7002
15248,ST,11.7002
15533,ST,11.7002
15819,ST,11.7002
16105,ST,11.7001
16391,ST,11.7001
16677,ST,11.7001
16963,ST,11.7001
17249,ST,11.7001
17536,ST,11.7001
17823,US,11.7005
18108,US,11.7007
18396,US,11.7008
18683,US,11.7009
18971,ST,11.7008
19256,ST,11.7008
19544,ST,11.7007
19832,ST,11.7007
20117,ST,11.7007
20416,ST,11.7006
20702,ST,11.7006
20988,ST,11.7006
21274,ST,11.7006
21560,ST,11.7006
21846,ST,11.7006
22132,ST,11.7006
22418,ST,11.7006
22704,ST,11.7006
22990,ST,11.7006
23276,ST,11.7006
23563,ST,11.7006
23848,ST,11.7006
24136,ST,11.7006
24421,ST,11.7006
24709,ST,11.7006
24995,US,11.7002
25281,US,11.7002
25568,ST,11.7001
25856,US,11.7000
26141,ST,11.7000
26429,ST,11.7000
26716,ST,11.7000
27002,ST,11.7000
27301,ST,11.7000
27587,ST,11.6999
27873,ST,11.6999
28160,ST,11.6999
28445,ST,11.6998
28731,ST,11.6998
29017,ST,11.6998
29304,ST,11.6998
29590,ST,11.6999
29875,US,11.7002
30166,US,11.7004
30448,ST,11.7004
30733,ST,11.7003
31019,US,11.7002
31307,ST,11.7002
31593,ST,11.7002
31880,ST,11.7002
32168,ST,11.7002
32454,ST,11.7002
32741,ST,11.7003
33029,ST,11.7003
33314,ST,11.7003
33614,ST,11.7003
33900,ST,11.7003
34186,ST,11.7003
34367,ST,11.7004
34654,ST,11.7004
34942,ST,11.7004
35228,ST,11.7004
35515,ST,11.7004
35803,ST,11.7005
36087,US,11.7010
36375,US,11.7011
36662,ST,11.7011
36948,ST,11.7011
37236,ST,11.7011
37535,ST,11.7011
37820,ST,11.7012
38106,ST,11.7012
38392,ST,11.7012
38679,ST,11.7012
38964,ST,11.7012
39251,ST,11.7012
39536,ST,11.7012
39823,ST,11.7011
40109,US,11.7006
40395,US,11.7005
40680,ST,11.7005
40966,ST,11.7006
41252,ST,11.7006
41539,ST,11.7006
41826,ST,11.7007
42112,ST,11.7007
42399,US,11.7010
42687,US,11.7010
42972,ST,11.7011
43260,ST,11.7012
43547,ST,11.7012
43833,ST,11.7012
44121,ST,11.7012
44419,ST,11.7012
44706,ST,11.7012
44991,ST,11.7012
45277,ST,11.7011
45563,ST,11.7011
45850,ST,11.7011
46135,ST,11.7011
46421,ST,11.7011
46707,ST,11.7011
46994,ST,11.7011
47279,US,11.7015
47566,US,11.7016
47851,ST,11.7016
48138,ST,11.7016
48424,ST,11.7016
48711,ST,11.7016
48999,ST,11.7016
49285,ST,11.7016
49572,ST,11.7016
49860,ST,11.7016
50145,ST,11.7016
50433,ST,11.7016
50732,ST,11.7016
51006,ST,11.7016
51304,ST,11.7016
51591,ST,11.7016
51877,ST,11.7016
52163,ST,11.7016
52448,ST,11.7016
52735,ST,11.7016
53020,ST,11.7016
53307,ST,11.7016
53592,ST,11.7016
53878,ST,11.7016
54164,ST,11.7016
54451,ST,11.7016
54736,ST,11.7016
55024,ST,11.7016
55312,ST,11.7016
55597,ST,11.7016
55884,ST,11.7016
56172,ST,11.7016
56458,ST,11.7016
56744,US,11.7020
57032,US,11.7020
57317,ST,11.7020
57605,ST,11.7020
57903,ST,11.7021
58189,ST,11.7021
58475,ST,11.7021
58761,ST,11.7021
59047,ST,11.7021
59333,ST,11.7021
59619,ST,11.7021
59905,US,11.7018
60191,US,11.7017
60478,ST,11.7017
60763,ST,11.7017
61049,ST,11.7017
61335,ST,11.7017
61625,ST,11.7018
61908,ST,11.7018
62196,ST,11.7018
62482,ST,11.7018
62769,ST,11.7018
63057,ST,11.7018
63253,ST,11.7018
63630,ST,11.7018
63825,ST,11.7018
64216,ST,11.7019
64491,ST,11.7019
64788,ST,11.7019
64970,US,11.7023
65361,US,11.7024
65542,ST,11.7025
65830,ST,11.7025
66115,ST,11.7026
66403,ST,11.7027
66690,ST,11.7028
66976,ST,11.7028
67263,ST,11.7029
67551,ST,11.7029
67837,ST,11.7029
68136,ST,11.7029
68422,ST,11.7030
68708,ST,11.7030
68994,ST,11.7030
69280,ST,11.7030
69566,ST,11.7030
69852,ST,11.7030
70138,ST,11.7030
70424,US,11.7025
70710,US,11.7023
70996,US,11.7022
71282,ST,11.7022
71568,ST,11.7022
71854,ST,11.7023
72141,ST,11.7023
72427,ST,11.7024
72715,ST,11.7024
73002,ST,11.7024
73288,US,11.7027
73575,US,11.7028
73863,US,11.7029
74148,ST,11.7029
74436,ST,11.7029
74735,ST,11.7030
