t_ms,status,grams
133,US,62.1387
416,US,62.1394
698,US,62.1399
983,US,62.1404
1270,US,62.1411
1556,US,62.142
1843,US,62.1428
2131,US,62.1435
2416,US,62.1441
2704,US,62.1446
2991,US,62.1449
3277,US,62.145
3565,US,62.1451
3852,ST,62.1452
4138,ST,62.1452
4425,ST,62.1451
4713,ST,62.145
4998,ST,62.145
5286,ST,62.145
5573,ST,62.145
5859,ST,62.145
6147,US,62.1456
6433,US,62.1511
6721,US,62.1513
7007,US,62.1508
7294,US,62.1504
7582,US,62.15
7867,US,62.1499
8155,ST,62.15
8443,US,62.1504
8728,US,62.1508
9016,US,62.1516
9303,US,62.1526
9589,US,62.1536
9877,US,62.1545
10164,US,62.1551
10450,US,62.1555
10737,US,62.1556
11025,US,62.1554
11310,US,62.1503
11597,US,62.1492
11885,US,62.1494
12170,US,62.1496
12458,ST,62.1495
12746,US,62.1491
13031,US,62.1485
13319,US,62.1479
13606,US,62.1475
13892,US,62.1469
14179,US,62.1465
14467,US,62.1463
14753,US,62.1466
15040,US,62.1471
15328,US,62.1475
15615,US,62.1478
15901,US,62.148
16188,US,62.1481
16476,ST,62.1482
16762,ST,62.1481
17049,US,62.148
17336,ST,62.148
17622,ST,62.1481
17910,ST,62.1481
18197,ST,62.1482
18483,ST,62.1483
18770,ST,62.1483
19058,ST,62.1483
19344,ST,62.1482
19631,US,62.1473
19918,US,62.1465
20204,US,62.1457
20491,US,62.1449
20779,US,62.1443
21064,US,62.1438
21352,US,62.1435
21640,US,62.1434
21925,US,62.1433
22213,ST,62.1433
22500,US,62.1435
22786,US,62.1438
23073,US,62.1442
23361,US,62.1446
23648,US,62.1449
23934,US,62.1453
24221,US,62.1457
24507,US,62.146
24794,US,62.1462
25082,ST,62.1462
25370,ST,62.1462
25655,ST,62.1463
25943,US,62.1464
26230,US,62.1467
26516,US,62.1471
26803,US,62.1475
27091,US,62.148
27377,US,62.1483
27664,US,62.1483
27951,ST,62.1482
28237,ST,62.1482
28524,ST,62.1482
28812,ST,62.1481
29098,US,62.1479
29385,US,62.1475
29673,US,62.1472
29958,US,62.1468
30246,US,62.1462
30533,US,62.1456
30819,US,62.1453
31106,US,62.1451
31394,US,62.145
31679,ST,62.1449
31967,US,62.1446
32255,US,62.1441
32540,US,62.1435
32827,US,62.1432
33115,US,62.1431
33401,US,62.1433
33688,US,62.1436
33976,US,62.1441
34263,US,62.1446
34549,US,62.1451
34836,US,62.1453
35124,US,62.1454
35409,ST,62.1453
35697,ST,62.1452
35984,US,62.1451
36270,US,62.1449
36557,US,62.1444
36845,US,62.1437
37131,US,62.143
37418,US,62.1423
37706,US,62.1417
37991,US,62.1411
38279,US,62.1407
38566,US,62.1403
38852,US,62.1402
39139,ST,62.1402
39427,ST,62.1401
39712,ST,62.14
40000,ST,62.1399
40287,ST,62.14
40573,US,62.1401
40861,ST,62.1401
41148,ST,62.1401
41434,US,62.1405
41721,US,62.1451
42009,US,62.1465
42294,US,62.1468
42582,US,62.147
42869,US,62.1471
43155,US,62.1473
43442,US,62.1475
43730,US,62.1476
44018,US,62.1478
44303,US,62.1479
44591,ST,62.1478
44878,ST,62.1477
45164,US,62.1474
45451,US,62.1467
45739,US,62.1461
46024,US,62.1456
46312,US,62.1452
46599,US,62.1448
46885,US,62.1446
47172,US,62.1444
47460,ST,62.1444
47746,ST,62.1444
48033,US,62.1447
48321,US,62.1452
48606,US,62.146
48894,US,62.1471
49181,US,62.1485
49467,US,62.1499
49754,US,62.1514
50042,US,62.1529
50327,US,62.1542
50615,US,62.1554
50902,US,62.1562
51188,US,62.1567
51476,US,62.157
51763,US,62.1571
52049,ST,62.157
52336,US,62.1568
52624,US,62.1563
52911,US,62.156
53197,US,62.1558
53484,US,62.1557
53772,US,62.1555
54057,US,62.1553
54345,US,62.1551
54632,US,62.155
54918,ST,62.155
55205,ST,62.155
55493,ST,62.155
55779,ST,62.1551
56066,US,62.1552
56354,US,62.1556
56639,US,62.1557
56927,ST,62.1557
57214,US,62.1555
57500,US,62.1554
57788,US,62.1553
58075,US,62.1548
58361,US,62.1548
58648,US,62.155
58936,US,62.1552
59221,US,62.1553
59509,ST,62.1553
59796,ST,62.1553
60082,ST,62.1553
60369,US,62.155
60657,US,62.1544
60942,US,62.1537
61230,US,62.1531
61517,US,62.1525
61803,US,62.1518
62091,US,62.1512
62378,US,62.1509
62666,US,62.1508
62951,US,62.151
63239,US,62.1515
63526,US,62.1567
63811,US,62.1578
64099,US,62.1582
64387,US,62.1586
64672,US,62.1589
64960,US,62.159
65247,ST,62.1589
65533,US,62.1587
65820,US,62.1586
66108,US,62.1585
66394,US,62.1582
66681,US,62.1578
66969,US,62.1576
67254,ST,62.1576
67542,US,62.1578
67829,US,62.1579
68115,ST,62.1579
68402,US,62.1577
68690,US,62.1576
68976,US,62.1569
69263,US,62.1561
69551,US,62.155
69836,US,62.154
70124,US,62.1532
70411,US,62.1526
70697,US,62.1521
70984,US,62.1518
71272,US,62.1518
71559,US,62.152
71845,US,62.1521
72132,ST,62.1521
72420,US,62.1519
72706,US,62.1518
72998,US,62.1517
73281,US,62.1514
73566,US,62.1512
73854,US,62.151
74141,ST,62.151
74427,US,62.1512
74714,US,62.1513
75002,ST,62.1513
DONE 262
