t_ms,status,grams
73,ST,11.6699
359,ST,11.6699
645,ST,11.6698
932,ST,11.6698
1220,ST,11.6698
1505,ST,11.6697
1793,ST,11.6697
2091,ST,11.6697
2377,ST,11.6697
2663,ST,11.6696
2949,ST,11.6696
3235,ST,11.6696
3521,ST,11.6696
3807,ST,11.6696
4093,ST,11.6696
4379,ST,11.6696
4665,ST,11.6696
4951,ST,11.6696
5237,US,11.6692
5524,US,11.6691
5810,ST,11.6691
6096,ST,11.6692
6383,ST,11.6692
6671,ST,11.6692
6957,ST,11.6692
7244,ST,11.6692
7532,ST,11.6692
7817,ST,11.6692
8105,ST,11.6692
8404,ST,11.6692
8690,ST,11.6692
8976,ST,11.6692
9262,ST,11.6692
9548,ST,11.6691
9834,ST,11.6691
10120,ST,11.6691
10406,ST,11.6691
10692,ST,11.6691
10978,ST,11.6691
11264,ST,11.6691
11550,ST,11.6691
11836,ST,11.6691
12122,ST,11.6691
12409,ST,11.6690
12696,ST,11.6690
12982,ST,11.6690
13269,ST,11.6690
13557,ST,11.6690
13842,ST,11.6690
14130,ST,11.6690
14417,ST,11.6690
14717,ST,11.6690
14991,ST,11.6690
15290,ST,11.6690
15576,ST,11.6690
15861,ST,11.6690
16147,ST,11.6689
16433,ST,11.6689
16719,ST,11.6689
17005,ST,11.6689
17291,ST,11.6689
17577,ST,11.6689
17863,ST,11.6689
18149,ST,11.6688
18435,ST,11.6688
18721,ST,11.6688
19008,ST,11.6687
19294,ST,11.6687
19581,ST,11.6687
19869,ST,11.6687
20153,US,11.6690
20441,ST,11.6690
20728,ST,11.6691
21014,ST,11.6690
21302,ST,11.6690
21589,ST,11.6690
21875,ST,11.6690
22174,ST,11.6691
22460,ST,11.6691
22641,US,11.6695
23033,US,11.6697
23214,US,11.6698
23502,US,11.6699
23787,ST,11.6699
24075,ST,11.6698
24363,US,11.6697
24648,ST,11.6697
24936,ST,11.6697
25223,US,11.6694
25509,US,11.6693
25796,US,11.6692
26095,ST,11.6691
26380,ST,11.6690
26666,ST,11.6689
26952,ST,11.6689
27238,ST,11.6689
27524,ST,11.6689
27810,ST,11.6690
28096,ST,11.6690
28382,ST,11.6690
28668,US,11.6694
28954,US,11.6696
29240,US,11.6697
29531,US,11.6698
29814,US,11.6699
30099,US,11.6701
30387,US,11.6702
30674,ST,11.6702
30960,US,11.6704
31247,US,11.6706
31535,US,11.6707
31820,US,11.6708
32108,ST,11.6707
32407,ST,11.6708
32693,ST,11.6707
32979,ST,11.6707
33265,ST,11.6706
33551,US,11.6703
33837,US,11.6700
34124,US,11.6699
34409,US,11.6697
34695,US,11.6696
34981,US,11.6694
35268,US,11.6693
35553,US,11.6692
35839,ST,11.6692
36125,ST,11.6691
36411,ST,11.6692
36699,ST,11.6692
36984,ST,11.6693
37272,ST,11.6693
37559,ST,11.6693
37845,ST,11.6693
38133,ST,11.6693
38420,ST,11.6693
38720,ST,11.6693
38993,ST,11.6693
39292,ST,11.6694
39578,ST,11.6694
39864,US,11.6698
40150,ST,11.6698
40436,ST,11.6697
40722,ST,11.6697
41008,ST,11.6697
41294,ST,11.6696
41580,ST,11.6696
41866,US,11.6694
42152,ST,11.6694
42439,ST,11.6695
42724,ST,11.6696
43011,ST,11.6696
43296,ST,11.6697
43584,US,11.6699
43871,ST,11.6700
44157,ST,11.6701
44444,ST,11.6701
44732,ST,11.6700
45017,ST,11.6700
45305,ST,11.6700
45593,ST,11.6701
45878,ST,11.6700
46166,ST,11.6700
46464,ST,11.6700
46750,ST,11.6700
47036,ST,11.6700
47322,ST,11.6700
47608,ST,11.6700
47894,US,11.6704
48179,US,11.6705
48466,ST,11.6706
48751,ST,11.6707
49037,ST,11.6707
49323,ST,11.6708
49609,ST,11.6708
49895,ST,11.6707
50183,ST,11.6707
50469,ST,11.6707
50756,ST,11.6707
51044,ST,11.6707
51329,ST,11.6708
51617,ST,11.6708
51904,US,11.6712
52190,US,11.6712
52477,ST,11.6713
52671,US,11.6714
52958,US,11.6715
53243,US,11.6716
53530,ST,11.6716
53815,ST,11.6717
54103,US,11.6718
54390,US,11.6720
54678,ST,11.6720
54963,ST,11.6720
55251,ST,11.6721
55538,ST,11.6722
55824,ST,11.6722
56111,ST,11.6721
56410,ST,11.6721
56696,ST,11.6721
56982,ST,11.6722
57268,ST,11.6722
57554,ST,11.6722
57840,ST,11.6722
58126,ST,11.6723
58412,ST,11.6723
58698,ST,11.6723
58984,ST,11.6723
59270,ST,11.6723
59556,ST,11.6724
59842,ST,11.6724
60128,ST,11.6724
60415,ST,11.6724
60703,ST,11.6724
60989,ST,11.6724
61276,ST,11.6724
61563,US,11.6729
61853,US,11.6731
62136,US,11.6732
62423,ST,11.6732
62709,ST,11.6733
62996,ST,11.6732
63295,US,11.6731
63581,ST,11.6731
63868,ST,11.6731
64153,ST,11.6731
64439,ST,11.6731
64725,ST,11.6732
65011,ST,11.6732
65297,ST,11.6732
65583,US,11.6736
65869,US,11.6738
66155,US,11.6740
66442,US,11.6741
66727,US,11.6742
67014,ST,11.6742
67300,ST,11.6742
67587,ST,11.6742
67875,ST,11.6742
68160,ST,11.6742
68448,ST,11.6742
68735,ST,11.6742
69021,ST,11.6742
69309,ST,11.6742
69608,ST,11.6741
69882,ST,11.6741
70180,ST,11.6742
70466,ST,11.6742
70753,ST,11.6742
71038,US,11.6747
71324,US,11.6748
71610,ST,11.6748
71896,ST,11.6747
72182,ST,11.6746
72468,ST,11.6746
72754,ST,11.6746
73040,ST,11.6746
73326,ST,11.6746
73612,ST,11.6746
73899,ST,11.6746
74187,ST,11.6745
74472,ST,11.6745
74760,ST,11.6746
