powder_id,n,target_g,dispensed_g,error_g,status,elapsed_s,auger_rev,taps,phase_cycles,t_ms,block
alsi10mg,0,1.0,0.9973,-0.0027,ok,65.0,3.08,0,bulk:6;fine:10;tap:0,65140,G
alsi10mg,1,1.0,1.0094,0.0094,overshoot,53.0,3.75,0,bulk:7;fine:8;tap:0,117545,G
alsi10mg,2,1.0,0.9989,-0.0011,ok,193.0,2.5,92,bulk:8;fine:5;tap:46,310242,G
alsi10mg,0,0.05,0.0466,-0.0034,ok,51.0,1.0,2,bulk:0;fine:8;tap:1,361403,H
alsi10mg,1,0.05,0.0681,0.0181,overshoot,15.0,0.25,0,bulk:0;fine:2;tap:0,376980,H
alsi10mg,2,0.05,0.0997,0.0497,overshoot,8.0,0.92,0,bulk:1;fine:0;tap:0,384250,H
alsi10mg,3,0.2,0.1972,-0.0028,ok,31.0,0.63,0,bulk:0;fine:5;tap:0,415628,H
alsi10mg,4,0.2,0.1994,-0.0006,ok,214.0,0.26,118,bulk:1;fine:2;tap:59,629351,H
alsi10mg,5,0.2,0.2026,0.0026,ok,264.0,0.89,134,bulk:0;fine:7;tap:67,894165,H
