powder_id,block,started_utc,started_local,elapsed_s
alsi10mg,G,2026-09-10T19:44:51.698741+00:00,2026-09-10 13:44:51 MDT,3.8
alsi10mg,H,2026-09-10T19:50:01.884549+00:00,2026-09-10 13:50:01 MDT,314.0
