run_id,round,date_utc,started_utc,started_local,powder_id,display,batch,protocol,block,dose_n,dose_seq,target_mg,delivered_mg,error_mg,error_pct,abs_error_mg,time_s,status,pass_fw_status,pass_fw_abs5,pass_5pct,auger_rev_fw,stepper_rev,auger_rev_if_48_16,taps,bulk_cycles,fine_cycles,tap_cycles,phase_cycles,actuated,reconstructed,read_path,location,run_qc_valid,run_qc_verdict,dose_valid,invalid_reason,caveat,source,note,tare_warning_pan_g,tare_baseline_mg,tare_drift_mg_per_min,tare_read_noise_mg,bulk_gain_mg,bulk_end_s,bulk_skipped,fine_gain_mg,fine_end_s,fine_skipped,tap_gain_mg,tap_end_s,tap_skipped,nudges,no_flow_msg,last_trace_mass_g,last_trace_elapsed_s
20260903T214049Z_salt,2,2026-09-03,2026-09-03T21:40:49.956552+00:00,2026-09-03 15:40:49 MDT,salt,NaCl (control),food-safe-2026-08,H,H,1,1,50.0,54.3,4.3,8.6,4.3,22.0,ok,True,True,False,0.13,0.286,0.095,6,0,1,3,bulk:0;fine:1;tap:3,True,False,bracket,new_fume_hood,True,ok,True,,first new-hood run; first bracket read path; drift -3.6/-1.8/+2.6 mg/min (2.8-3.8 mg over a 17-64 s dose),git run JSON,,,0.2,0.0,0.0,,,True,35.0,11.0,False,19.1,22.0,False,0,False,0.0543,22.0
20260903T214049Z_salt,2,2026-09-03,2026-09-03T21:40:49.956552+00:00,2026-09-03 15:40:49 MDT,salt,NaCl (control),food-safe-2026-08,H,H,2,2,50.0,49.4,-0.6,-1.2,0.6,17.0,ok,True,True,True,0.25,0.55,0.183,0,0,2,0,bulk:0;fine:2;tap:0,True,False,bracket,new_fume_hood,True,ok,True,,first new-hood run; first bracket read path; drift -3.6/-1.8/+2.6 mg/min (2.8-3.8 mg over a 17-64 s dose),git run JSON,,,0.0,0.0,0.0,,,True,49.2,17.0,False,,,True,0,False,0.0494,17.0
20260903T214049Z_salt,2,2026-09-03,2026-09-03T21:40:49.956552+00:00,2026-09-03 15:40:49 MDT,salt,NaCl (control),food-safe-2026-08,H,H,3,3,200.0,198.7,-1.3,-0.65,1.3,40.0,ok,True,True,True,0.5,1.1,0.367,8,0,4,4,bulk:0;fine:4;tap:4,True,False,bracket,new_fume_hood,True,ok,True,,first new-hood run; first bracket read path; drift -3.6/-1.8/+2.6 mg/min (2.8-3.8 mg over a 17-64 s dose),git run JSON,,,-0.1,6.3,0.04,,,True,189.0,26.0,False,9.7,40.0,False,0,False,0.1987,40.0
20260903T214049Z_salt,2,2026-09-03,2026-09-03T21:40:49.956552+00:00,2026-09-03 15:40:49 MDT,salt,NaCl (control),food-safe-2026-08,H,H,4,4,200.0,213.3,13.3,6.65,13.3,53.0,overshoot,False,False,False,0.75,1.65,0.55,10,0,6,5,bulk:0;fine:6;tap:5,True,False,bracket,new_fume_hood,True,ok,True,,first new-hood run; first bracket read path; drift -3.6/-1.8/+2.6 mg/min (2.8-3.8 mg over a 17-64 s dose),git run JSON,,,0.3,9.1,0.03,,,True,156.2,36.0,False,56.6,53.0,False,0,False,0.2133,53.0
20260903T214049Z_salt,2,2026-09-03,2026-09-03T21:40:49.956552+00:00,2026-09-03 15:40:49 MDT,salt,NaCl (control),food-safe-2026-08,H,H,5,5,200.0,196.3,-3.7,-1.85,3.7,64.0,ok,True,True,True,0.38,0.836,0.279,24,1,3,12,bulk:1;fine:3;tap:12,True,False,bracket,new_fume_hood,True,ok,True,,first new-hood run; first bracket read path; drift -3.6/-1.8/+2.6 mg/min (2.8-3.8 mg over a 17-64 s dose),git run JSON,,,0.2,0.0,0.0,34.7,8.0,False,142.8,25.0,False,19.0,64.0,False,0,False,0.1963,64.0
20260904T001821Z_salt,2,2026-09-04,2026-09-04T00:18:21.628305+00:00,2026-09-03 18:18:21 MDT,salt,NaCl (control),food-safe-2026-08,demo,G,0,0,1000.0,1004.0,3.9,0.39,3.9,90.0,ok,True,True,True,3.08,6.776,2.259,16,5,10,8,bulk:5;fine:10;tap:8,True,False,bracket,new_fume_hood,False,unreviewed,False,demo (unreviewed),"issue #148 1 g demo by sgbaird, skip-checks; QC left 'unreviewed', valid=false",git run JSON,,,0.0,12.4,0.08,595.2,10.0,False,399.6,63.0,False,9.1,90.0,False,0,False,1.004,90.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,0,0,50.0,45.0,-5.0,-10.0,5.0,78.0,ok,True,True,False,0.63,1.386,0.462,28,0,5,14,bulk:0;fine:5;tap:14,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,27.2,31.0,False,17.9,78.0,False,0,False,0.045,78.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,1,1,50.0,45.0,-5.0,-10.0,5.0,136.0,ok,True,True,False,0.75,1.65,0.55,60,0,6,30,bulk:0;fine:6;tap:30,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,25.2,37.0,False,19.8,136.0,False,0,False,0.045,136.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,2,2,50.0,46.0,-4.0,-8.0,4.0,147.0,ok,True,True,False,1.38,3.036,1.012,50,0,11,25,bulk:0;fine:11;tap:25,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,27.2,64.0,False,18.8,147.0,False,0,False,0.046,147.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,3,3,200.0,195.2,-4.8,-2.4,4.8,766.0,ok,True,True,True,8.63,18.986,6.329,236,0,69,118,bulk:0;fine:69;tap:118,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,152.5,372.0,False,42.7,766.0,False,0,False,0.1952,766.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,4,4,200.0,195.1,-4.9,-2.45,4.9,780.0,ok,True,True,True,9.88,21.736,7.245,214,0,79,107,bulk:0;fine:79;tap:107,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,152.9,424.0,False,42.2,780.0,False,0,False,0.1951,780.0
20260904T190011Z_white-rice-flour,2,2026-09-04,2026-09-04T19:00:11.494223+00:00,2026-09-04 13:00:11 MDT,white-rice-flour,White rice flour,food-safe-2026-08,H,H,5,5,200.0,195.0,-5.0,-2.5,5.0,677.0,ok,True,True,True,8.64,19.008,6.336,182,0,69,91,bulk:0;fine:69;tap:91,True,False,bracket,new_fume_hood,True,ok,True,,"quietest pre-run survey (0.015 mg jitter, 98 % stable); every error parked at the -5 mg band edge",git run JSON,,,0.0,0.0,0.0,,,True,151.0,371.0,False,44.0,677.0,False,1,False,0.195,677.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,0,0,50.0,45.9,-4.1,-8.2,4.1,54.0,ok,True,True,False,0.38,0.836,0.279,20,0,3,10,bulk:0;fine:3;tap:10,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,0.0,0.0,0.0,,,True,41.9,21.0,False,3.9,54.0,False,0,False,0.0459,54.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,1,1,50.0,47.7,-2.3,-4.6,2.3,37.0,ok,True,True,True,0.75,1.65,0.55,0,0,6,0,bulk:0;fine:6;tap:0,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,-0.1,-6.2,0.08,,,True,47.7,37.0,False,,,True,0,False,0.0477,37.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,2,2,50.0,109.8,59.8,119.6,59.8,13.0,overshoot,False,False,False,0.13,0.286,0.095,0,1,1,0,bulk:1;fine:1;tap:0,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,0.1,-8.7,0.05,20.3,7.0,False,89.6,13.0,False,,,True,0,False,0.1098,13.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,3,3,200.0,202.5,2.5,1.25,2.5,85.0,ok,True,True,True,0.89,1.958,0.653,22,1,7,11,bulk:1;fine:7;tap:11,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,0.0,-2.0,0.05,4.8,8.0,False,164.8,46.0,False,32.9,85.0,False,1,False,0.2025,85.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,4,4,200.0,202.6,2.6,1.3,2.6,89.0,ok,True,True,True,0.89,1.958,0.653,24,1,7,12,bulk:1;fine:7;tap:12,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,0.1,7.3,0.07,-37.5,9.0,False,206.0,46.0,False,34.7,89.0,False,1,False,0.2026,89.0
20260904T203727Z_xanthan-gum,2,2026-09-04,2026-09-04T20:37:27.608249+00:00,2026-09-04 14:37:27 MDT,xanthan-gum,Xanthan gum,food-safe-2026-08,H,H,5,5,200.0,203.5,3.5,1.75,3.5,226.0,ok,True,True,True,1.13,2.486,0.829,106,0,9,53,bulk:0;fine:9;tap:53,True,False,bracket,new_fume_hood,True,ok,True,,"pre-run drift -4.5 mg/min (tares -6.2 to -8.7); bidirectional intra-dose swings of tens of mg, suspected triboelectric charging",git run JSON,,,-0.2,-1.7,0.06,,,True,151.4,52.0,False,51.9,226.0,False,0,False,0.2035,226.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,0,0,50.0,10.4,-39.6,-79.2,39.6,672.0,stalled,False,False,False,2.39,5.258,1.753,330,1,18,165,bulk:1;fine:18;tap:165,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,0.2,-0.0,0.0,-2.0,8.0,False,27.4,105.0,False,-15.0,672.0,False,10,True,0.0104,672.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,1,1,50.0,22.9,-27.1,-54.2,27.1,868.0,stalled,False,False,False,7.26,15.972,5.324,326,0,57,163,bulk:0;fine:57;tap:163,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,-1.0,6.2,0.14,,,True,24.1,307.0,False,-2.2,868.0,False,10,True,0.0229,868.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,2,2,50.0,47.4,-2.6,-5.2,2.6,622.0,ok,True,True,False,5.64,12.408,4.136,242,1,37,121,bulk:1;fine:37;tap:121,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,-0.2,-8.8,0.03,0.1,9.0,False,26.9,207.0,False,20.9,622.0,False,7,False,0.0474,622.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,3,3,200.0,156.8,-43.2,-21.6,43.2,902.0,timeout,False,False,False,18.14,39.908,13.303,72,1,145,36,bulk:1;fine:145;tap:36,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,-0.4,-7.5,0.03,-1.6,10.0,False,152.8,782.0,False,5.8,902.0,False,1,False,0.1568,902.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,4,4,200.0,196.0,-4.0,-2.0,4.0,887.0,ok,True,True,True,10.69,23.518,7.839,254,0,85,127,bulk:0;fine:85;tap:127,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,0.0,0.0,0.0,,,True,150.4,457.0,False,45.7,887.0,False,5,False,0.196,887.0
20260908T172730Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T17:27:30.646788+00:00,2026-09-08 11:27:30 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,5,5,200.0,195.4,-4.6,-2.3,4.6,882.0,ok,True,True,True,11.19,24.618,8.206,264,1,82,132,bulk:1;fine:82;tap:132,True,False,bracket,new_fume_hood,False,outlet-misaligned,False,run QC invalid: outlet-misaligned,"outlet misaligned with enclosure hole (#156): stream piled behind the hole, balance saw a fraction",git run JSON,,,0.0,0.0,0.0,1.4,8.0,False,150.9,445.0,False,43.3,882.0,False,2,False,0.1954,882.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,0,0,50.0,45.4,-4.6,-9.2,4.6,115.0,ok,True,True,False,1.18,2.596,0.865,56,1,2,28,bulk:1;fine:2;tap:28,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,-0.4,-14.8,0.03,23.8,9.0,False,7.3,20.0,False,14.6,115.0,False,1,False,0.0454,115.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,1,1,50.0,50.2,0.2,0.4,0.2,211.0,ok,True,True,True,3.38,7.436,2.479,38,0,27,19,bulk:0;fine:27;tap:19,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,-0.0,2.1,0.06,,,True,24.8,148.0,False,25.0,211.0,False,0,False,0.0502,211.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,2,2,50.0,47.9,-2.1,-4.2,2.1,240.0,ok,True,True,True,3.57,7.854,2.618,66,1,21,33,bulk:1;fine:21;tap:33,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,0.0,0.0,0.0,-23.4,16.0,False,49.4,127.0,False,21.9,240.0,False,2,False,0.0479,240.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,3,3,200.0,195.5,-4.5,-2.25,4.5,818.0,ok,True,True,True,9.69,21.318,7.106,234,0,77,117,bulk:0;fine:77;tap:117,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,-0.0,20.6,0.0,,,True,150.0,423.0,False,44.7,818.0,False,5,False,0.1955,818.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,4,4,200.0,185.8,-14.2,-7.1,14.2,903.0,timeout,False,False,False,11.78,25.916,8.639,240,0,94,120,bulk:0;fine:94;tap:120,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,0.0,0.0,0.0,,,True,156.8,502.0,False,29.0,903.0,False,2,False,0.1858,903.0
20260908T194201Z_carboxymethyl-cellulose,2,2026-09-08,2026-09-08T19:42:01.071124+00:00,2026-09-08 13:42:01 MDT,carboxymethyl-cellulose,CMC,food-safe-2026-08,H,H,5,5,200.0,151.0,-49.0,-24.5,49.0,903.0,timeout,False,False,False,14.07,30.954,10.318,178,0,112,89,bulk:0;fine:112;tap:89,True,False,bracket,new_fume_hood,True,ok,True,,200 mg triple feed-limited (low/caked auger after misaligned run; 20.2 -> 10.7 mg/rev); pre-run drift -11.4 mg/min (#157),git run JSON,,,0.0,0.0,0.0,,,True,150.7,599.0,False,0.3,903.0,False,5,False,0.151,903.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,0,0,50.0,22.2,-27.8,-55.6,27.8,561.0,stalled,False,False,False,5.14,11.308,3.769,196,0,40,98,bulk:0;fine:40;tap:98,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.6459,-2645.9,0.0,0.0,,,True,25.3,217.0,False,-3.1,561.0,False,10,True,0.0222,561.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,1,1,50.0,38.7,-11.3,-22.6,11.3,902.0,timeout,False,False,False,6.75,14.85,4.95,360,0,53,180,bulk:0;fine:53;tap:180,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.6235,-2623.5,5.6,0.03,,,True,26.4,287.0,False,12.2,902.0,False,9,False,0.0387,902.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,2,2,50.0,30.3,-19.7,-39.4,19.7,405.0,stalled,False,False,False,3.39,7.458,2.486,142,1,26,71,bulk:1;fine:26;tap:71,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.5855,-2585.5,-5.8,0.03,3.7,8.0,False,22.4,147.0,False,4.2,405.0,False,10,True,0.0303,405.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,3,3,200.0,133.3,-66.7,-33.35,66.7,905.0,timeout,False,False,False,22.04,48.488,16.163,0,1,169,,bulk:1;fine:169,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.5556,-2555.6,-30.9,0.13,8.3,9.0,False,125.7,905.0,False,,,False,0,False,0.1333,905.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,4,4,200.0,147.9,-52.1,-26.05,52.1,903.0,timeout,False,False,False,17.49,38.478,12.826,84,1,139,42,bulk:1;fine:139;tap:42,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.4222,-2422.2,0.0,0.0,4.4,8.0,False,147.1,746.0,False,-3.5,903.0,False,8,False,0.1479,903.0
20260909T185352Z_sodium-alginate,2,2026-09-09,2026-09-09T18:53:52.488407+00:00,2026-09-09 12:53:52 MDT,sodium-alginate,Sodium alginate,food-safe-2026-08,H,H,5,5,200.0,14.3,-185.7,-92.85,185.7,207.0,stalled,False,False,False,4.75,10.45,3.483,0,0,38,,bulk:0;fine:38,True,False,bracket,new_fume_hood,True,ok,True,,"launched detached; ~4.5 mg/rev conveyor, all doses stalled/timed out; H5 stalled at 14.3 mg (column depletion)",git run JSON,,-2.2743,-2274.3,35.3,0.08,,,True,14.1,207.0,False,,,False,0,True,0.0143,207.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,0,0,50.0,48.7,-1.3,-2.6,1.3,47.0,ok,True,True,True,0.5,1.1,0.367,12,0,4,6,bulk:0;fine:4;tap:6,True,False,bracket,new_fume_hood,True,ok,True,,launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),git run JSON,,-1.0363,-1036.3,56.4,0.02,,,True,37.0,26.0,False,10.4,47.0,False,0,False,0.0487,47.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,1,1,50.0,71.0,21.0,42.0,21.0,12.0,overshoot,False,False,False,0.92,2.024,0.675,2,1,0,1,bulk:1;fine:0;tap:1,True,False,bracket,new_fume_hood,True,ok,True,,launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),git run JSON,,-0.9892,-989.2,-382.1,3.55,59.4,8.0,False,,,True,32.4,12.0,False,0,False,0.071,12.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,2,2,50.0,62.1,12.1,24.2,12.1,9.0,overshoot,False,False,False,0.0,0.0,0.0,0,1,0,0,bulk:1;fine:0;tap:0,False,False,bracket,new_fume_hood,True,ok,False,"no actuation (0 auger rev, 0 taps): afterflow/settling, not a controller measurement",launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),git run JSON,,-0.9192,-919.2,-8.7,0.03,62.6,8.0,False,,,True,,,True,0,False,0.0621,8.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,3,3,200.0,195.1,-4.9,-2.45,4.9,220.0,ok,True,True,True,0.5,1.1,0.367,116,1,4,58,bulk:1;fine:4;tap:58,True,False,bracket,new_fume_hood,True,ok,True,,launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),git run JSON,,-0.7965,-796.5,-30.3,0.03,35.6,6.0,False,130.1,28.0,False,29.8,220.0,False,0,False,0.1951,220.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,4,4,200.0,191.0,-9.0,-4.5,9.0,707.0,cycle-budget,False,False,True,0.6,1.32,0.44,400,1,4,200,bulk:1;fine:4;tap:200,True,False,bracket,new_fume_hood,True,ok,True,,launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),git run JSON,,-0.6018,-601.8,-6.3,0.03,19.4,9.0,False,137.5,31.0,False,34.2,707.0,False,7,False,0.191,707.0
20260909T225206Z_calcium-lactate,2,2026-09-09,2026-09-09T22:52:06.440326+00:00,2026-09-09 16:52:06 MDT,calcium-lactate,Calcium lactate,food-safe-2026-08,H,H,5,5,200.0,164.5,-35.5,-17.75,35.5,,stalled,False,False,False,,,,,,,,,True,True,bracket,new_fume_hood,True,ok,True,,launch held ~50 min for drift (-9.7 -> ~-2 mg/min); every tare 'did not take' and was subtracted; USB serial corrupted during H5 (row reconstructed from notes),run note (reconstructed),"RECONSTRUCTED: DOSE row lost (USB serial corruption 23:18Z after nudge 10/10); delivered ~164.5 mg triangulated from trace (170.1 mg @ tap cycle 144), camera (163.5 mg) and 300 s post-run capture (164.9->164.5 mg); time ~560-900 s; taps ~150",,0.0,0.0,0.0,,,True,157.7,49.0,False,,,False,10,False,0.1694,551.0
20260910T133932Z_sodium-sulfate,2,2026-09-10,2026-09-10T13:39:32.068188+00:00,2026-09-10 07:39:32 MDT,sodium-sulfate,Sodium sulfate,inorganic-2026-08,G,G,0,0,1000.0,997.1,-2.9,-0.29,2.9,86.0,ok,True,True,True,3.38,7.436,2.479,28,10,5,14,bulk:10;fine:5;tap:14,True,False,bracket,new_fume_hood,True,ok,True,,"pre-roll drift -1.6 mg/min (worst dose bias <= 4.7 mg, sign known); device counters clean",git run JSON,,,0.0,0.0,0.0,634.9,11.0,False,316.9,39.0,False,45.2,86.0,False,0,False,0.9971,86.0
