powder_id,block,started_utc,started_local,elapsed_s
salt,A,2026-08-21T19:20:33.590064+00:00,2026-08-21 13:20:33 MDT,2.4
salt,B,2026-08-21T19:21:19.318041+00:00,2026-08-21 13:21:19 MDT,48.1
salt,C,2026-08-21T19:22:49.112161+00:00,2026-08-21 13:22:49 MDT,137.9
salt,D,2026-08-21T19:26:49.930135+00:00,2026-08-21 13:26:49 MDT,378.7
salt,E,2026-08-21T19:27:46.830582+00:00,2026-08-21 13:27:46 MDT,435.6
