powder_id,block,tilt_deg,phase,n,mean_g,std_g,sem_g,min_g,max_g,rsd_pct
salt,A,45.0,baseline,8,0.0013125,0.002882180474174767,0.0010190046789462183,-0.0026,0.0068,219.59470279426796
salt,B,0.0,hold,1,0.0419,,,0.0419,0.0419,
salt,B,45.0,hold,1,-0.0134,,,-0.0134,-0.0134,
salt,B,90.0,hold,1,0.0033,,,0.0033,0.0033,
salt,C,0.0,rotation,6,0.038,0.010370535183875516,0.004233753260012523,0.0226,0.051,27.290882062830306
salt,C,45.0,rotation,6,0.14648333333333333,0.026832175958476923,0.01095418996447377,0.1022,0.1763,18.317562379208276
salt,C,90.0,rotation,6,0.26516666666666666,0.032935492506818036,0.013445858511493835,0.2219,0.3022,12.420675992514658
salt,D,45.0,speed,3,0.6296333333333334,0.12574069879451652,0.07259642629710576,0.4928,0.7401,19.970464099928506
salt,E,0.0,refeed,8,0.0403,0.019509338423285547,0.006897592747784238,0.0144,0.068,48.41026904041078
salt,E,0.0,tap,8,0.008975,0.011213989987001568,0.003964744181983426,-0.0032,0.0272,124.94696364347149
salt,E,45.0,refeed,8,0.1554375,0.023903970829729757,0.008451329935493667,0.1076,0.1846,15.378509580847451
salt,E,45.0,tap,8,-0.0041,0.010686038956106635,0.003778085304943308,-0.0193,0.0081,260.6350964904057
