event,t_rel_s,dev_mg,flag
"TAP,6",-0.826,0.10999999999998522,S
"TAP,6",-0.731,0.00999999999999801,U
"TAP,6",-0.635,0.00999999999999801,U
"TAP,6",-0.541,0.00999999999999801,S
"TAP,6",-0.445,0.00999999999999801,S
"TAP,6",-0.349,0.00999999999999801,S
"TAP,6",-0.253,0.00999999999999801,S
"TAP,6",-0.158,-0.0899999999999892,S
"TAP,6",-0.062,-0.18999999999997996,U
"TAP,6",0.132,-0.290000000000024,U
"TAP,6",0.226,-0.290000000000024,U
"TAP,6",0.32,-0.290000000000024,U
"TAP,6",0.415,-0.290000000000024,S
"TAP,6",0.511,-0.3900000000000148,S
"TAP,6",0.607,-0.490000000000002,U
"TAP,6",0.703,-7.089999999999996,U
"TAP,6",0.798,-10.49000000000001,U
"TAP,6",0.894,-12.78999999999998,U
"TAP,6",0.99,-13.289999999999981,U
"TAP,6",1.086,-12.890000000000025,U
"TAP,6",1.182,-12.18999999999999,U
"TAP,6",1.276,-11.68999999999999,U
"TAP,6",1.371,-11.490000000000013,U
"TAP,6",1.467,-11.390000000000024,U
"TAP,6",1.563,-11.390000000000024,U
"TAP,6",1.659,-11.390000000000024,U
"TAP,6",1.755,-11.390000000000024,U
"TAP,6",1.851,-11.390000000000024,S
"TAP,6",1.947,-11.390000000000024,S
"TAP,6",2.043,-11.390000000000024,S
"TAP,6",2.136,-11.289999999999978,S
"TAP,6",2.232,-11.289999999999978,S
"TAP,6",2.328,-11.18999999999999,U
"TAP,6",2.424,-11.09,U
"TAP,6",2.52,-10.990000000000013,U
"TAP,6",2.616,-10.890000000000022,U
"TAP,6",2.712,-10.890000000000022,U
"TAP,6",2.807,-10.789999999999978,U
"TAP,6",2.903,-10.789999999999978,U
"TAP,6",2.997,-10.689999999999989,U
"TAP,6",3.093,-10.689999999999989,U
"TAP,6",3.189,-10.59,U
"TAP,6",3.285,-10.49000000000001,U
"TAP,6",3.381,-10.390000000000022,U
"TAP,6",3.477,-10.09,U
"TAP,6",3.572,-3.5899999999999945,U
"TAP,6",3.668,-0.3900000000000148,U
"TAP,6",3.764,1.4100000000000108,U
"TAP,6",3.858,1.4100000000000108,U
"TAP,6",3.953,0.4100000000000108,U
"TAP,6",4.049,-0.490000000000002,U
"TAP,6",4.145,-0.790000000000024,U
"TAP,6",4.241,-0.990000000000002,U
"TAP,6",4.337,-2.7900000000000276,U
"TAP,6",4.433,-5.490000000000007,U
"TAP,7",-0.923,-4.10000000000003,U
"TAP,7",-0.827,-3.899999999999997,U
"TAP,7",-0.72,-3.399999999999995,U
"TAP,7",-0.539,1.6000000000000085,U
"TAP,7",-0.445,2.1000000000000103,U
"TAP,7",-0.35,2.1000000000000103,U
"TAP,7",-0.254,2.0000000000000195,U
"TAP,7",-0.158,1.7999999999999865,U
"TAP,7",-0.062,1.7999999999999865,U
"TAP,7",0.132,1.7999999999999865,U
"TAP,7",0.226,1.7999999999999865,U
"TAP,7",0.321,1.7999999999999865,S
"TAP,7",0.415,1.6999999999999975,S
"TAP,7",0.511,1.6000000000000085,U
"TAP,7",0.607,1.2999999999999865,U
"TAP,7",0.703,-2.899999999999995,U
"TAP,7",0.798,-3.499999999999984,U
"TAP,7",0.894,-1.7000000000000153,U
"TAP,7",0.99,2.1999999999999975,U
"TAP,7",1.086,6.799999999999992,U
"TAP,7",1.182,10.200000000000005,U
"TAP,7",1.278,11.799999999999995,U
"TAP,7",1.372,12.100000000000017,U
"TAP,7",1.467,11.899999999999986,U
"TAP,7",1.563,11.700000000000008,U
"TAP,7",1.659,11.600000000000017,U
"TAP,7",1.755,11.700000000000008,U
"TAP,7",1.851,11.700000000000008,U
"TAP,7",1.947,11.700000000000008,U
"TAP,7",2.043,11.600000000000017,S
"TAP,7",2.138,11.600000000000017,S
"TAP,7",2.233,11.499999999999973,U
"TAP,7",2.328,11.399999999999983,U
"TAP,7",2.424,11.299999999999995,U
"TAP,7",2.52,11.200000000000008,U
"TAP,7",2.616,11.100000000000017,U
"TAP,7",2.712,10.999999999999973,U
"TAP,7",2.808,10.899999999999983,U
"TAP,7",2.903,10.799999999999995,U
"TAP,7",2.999,10.700000000000005,U
"TAP,7",3.093,10.700000000000005,U
"TAP,7",3.189,10.700000000000005,U
"TAP,7",3.285,10.600000000000017,U
"TAP,7",3.381,10.600000000000017,U
"TAP,7",3.477,10.499999999999973,U
"TAP,7",3.572,10.499999999999973,U
"TAP,7",3.668,10.299999999999995,U
"TAP,7",3.764,10.100000000000017,U
"TAP,7",3.86,9.999999999999973,U
"TAP,7",3.956,9.899999999999983,U
"TAP,7",4.05,9.799999999999995,U
"TAP,7",4.146,9.799999999999995,U
"TAP,7",4.241,9.799999999999995,U
"TAP,7",4.337,9.799999999999995,U
"TAP,7",4.433,9.799999999999995,S
"TAP,8",-0.922,6.129999999999988,U
"TAP,8",-0.826,6.129999999999988,U
"TAP,8",-0.731,3.0299999999999976,U
"TAP,8",-0.635,1.9300000000000068,U
"TAP,8",-0.539,1.9300000000000068,U
"TAP,8",-0.443,3.0299999999999976,U
"TAP,8",-0.349,3.3300000000000196,U
"TAP,8",-0.254,1.5299999999999976,U
"TAP,8",-0.158,-8.470000000000013,U
"TAP,8",-0.062,-18.57000000000001,U
"TAP,8",0.132,-31.07000000000002,U
"TAP,8",0.226,-32.57000000000002,U
"TAP,8",0.322,-32.670000000000016,U
"TAP,8",0.417,-32.170000000000016,U
"TAP,8",0.511,-31.36999999999999,U
"TAP,8",0.607,-29.67000000000001,U
"TAP,8",0.703,-27.070000000000018,U
"TAP,8",0.799,-24.070000000000014,U
"TAP,8",0.895,-21.570000000000014,U
"TAP,8",0.99,-20.07000000000001,U
"TAP,8",1.086,-19.470000000000024,U
"TAP,8",1.182,-19.369999999999976,U
"TAP,8",1.278,-19.470000000000024,U
"TAP,8",1.374,-19.57000000000001,U
"TAP,8",1.468,-19.57000000000001,U
"TAP,8",1.564,-19.57000000000001,U
"TAP,8",1.659,-19.470000000000024,S
"TAP,8",1.755,-19.470000000000024,S
"TAP,8",1.851,-19.470000000000024,S
"TAP,8",1.947,-19.470000000000024,S
"TAP,8",2.043,-19.470000000000024,S
"TAP,8",2.139,-19.470000000000024,S
"TAP,8",2.235,-19.369999999999976,S
"TAP,8",2.328,-19.369999999999976,S
"TAP,8",2.424,-19.26999999999999,U
"TAP,8",2.52,-19.17,U
"TAP,8",2.616,-19.07000000000001,U
"TAP,8",2.712,-19.07000000000001,U
"TAP,8",2.808,-18.97000000000002,U
"TAP,8",2.904,-18.869999999999976,U
"TAP,8",2.999,-18.869999999999976,U
"TAP,8",3.095,-18.76999999999999,U
"TAP,8",3.189,-18.669999999999998,U
"TAP,8",3.285,-18.57000000000001,U
"TAP,8",3.381,-18.369999999999976,U
"TAP,8",3.477,-18.169999999999998,U
"TAP,8",3.573,-17.97000000000002,U
"TAP,8",3.669,-17.76999999999999,U
"TAP,8",3.764,-17.57000000000001,U
"TAP,8",3.86,-17.369999999999976,U
"TAP,8",3.956,-17.169999999999998,U
"TAP,8",4.052,-16.97000000000002,U
"TAP,8",4.146,-16.769999999999985,U
"TAP,8",4.242,-16.669999999999998,U
"TAP,8",4.337,-16.47000000000002,U
"TAP,8",4.433,-16.269999999999985,U
"TAP,9",-0.923,-0.7599999999999993,U
"TAP,9",-0.827,-0.5600000000000214,U
"TAP,9",-0.731,-0.3599999999999879,U
"TAP,9",-0.635,-0.2599999999999989,U
"TAP,9",-0.54,-0.060000000000020925,U
"TAP,9",-0.444,0.04000000000002357,U
"TAP,9",-0.348,0.24000000000000155,U
"TAP,9",-0.254,0.4399999999999795,U
"TAP,9",-0.153,0.540000000000024,U
"TAP,9",-0.062,0.740000000000002,U
"TAP,9",0.132,1.1400000000000134,U
"TAP,9",0.225,1.3399999999999914,U
"TAP,9",0.321,1.540000000000025,U
"TAP,9",0.417,1.640000000000014,U
"TAP,9",0.513,1.8399999999999919,U
"TAP,9",0.609,1.8399999999999919,U
"TAP,9",0.702,1.7400000000000029,U
"TAP,9",0.798,-2.85999999999999,U
"TAP,9",0.894,-3.560000000000024,U
"TAP,9",0.99,-2.660000000000012,U
"TAP,9",1.085,-1.0600000000000218,U
"TAP,9",1.181,0.24000000000000155,U
"TAP,9",1.277,0.640000000000013,U
"TAP,9",1.373,1.1400000000000134,U
"TAP,9",1.469,1.0400000000000245,U
"TAP,9",1.563,1.0400000000000245,U
"TAP,9",1.659,0.93999999999998,U
"TAP,9",1.755,0.839999999999991,U
"TAP,9",1.85,0.839999999999991,U
"TAP,9",1.946,0.740000000000002,U
"TAP,9",2.042,0.839999999999991,U
"TAP,9",2.138,0.839999999999991,S
"TAP,9",2.234,0.93999999999998,U
"TAP,9",2.33,0.93999999999998,U
"TAP,9",2.424,1.0400000000000245,U
"TAP,9",2.519,1.0400000000000245,U
"TAP,9",2.615,1.0400000000000245,U
"TAP,9",2.711,1.0400000000000245,S
"TAP,9",2.807,1.0400000000000245,S
"TAP,9",2.903,1.0400000000000245,S
"TAP,9",2.999,1.1400000000000134,S
"TAP,9",3.094,1.1400000000000134,S
"TAP,9",3.191,1.2400000000000024,U
"TAP,9",3.286,1.3399999999999914,U
"TAP,9",3.38,1.3399999999999914,U
"TAP,9",3.476,1.4399999999999804,U
"TAP,9",3.572,1.540000000000025,U
"TAP,9",3.668,1.540000000000025,U
"TAP,9",3.763,1.640000000000014,U
"TAP,9",3.859,1.7400000000000029,U
"TAP,9",3.955,1.7400000000000029,U
"TAP,9",4.051,1.7400000000000029,U
"TAP,9",4.147,1.7400000000000029,U
"TAP,9",4.241,1.7400000000000029,S
"TAP,9",4.337,1.7400000000000029,S
"TAP,9",4.432,1.7400000000000029,S
"TAP,10",-0.923,0.2899999999999956,U
"TAP,10",-0.827,0.1900000000000066,U
"TAP,10",-0.731,0.1900000000000066,U
"TAP,10",-0.635,-0.009999999999971365,U
"TAP,10",-0.539,-0.009999999999971365,U
"TAP,10",-0.443,-0.11000000000001586,U
"TAP,10",-0.348,-0.11000000000001586,U
"TAP,10",-0.252,-0.11000000000001586,U
"TAP,10",-0.158,-0.11000000000001586,S
"TAP,10",-0.062,-0.21000000000000485,U
"TAP,10",0.132,-0.21000000000000485,S
"TAP,10",0.225,-0.21000000000000485,S
"TAP,10",0.321,-0.11000000000001586,S
"TAP,10",0.417,-0.11000000000001586,S
"TAP,10",0.513,-0.11000000000001586,S
"TAP,10",0.609,-0.21000000000000485,S
"TAP,10",0.705,-0.21000000000000485,S
"TAP,10",0.799,-0.21000000000000485,S
"TAP,10",0.894,-0.11000000000001586,S
"TAP,10",0.99,9.389999999999993,U
"TAP,10",1.086,15.889999999999999,U
"TAP,10",1.182,20.48999999999999,U
"TAP,10",1.277,22.790000000000013,U
"TAP,10",1.373,23.48999999999999,U
"TAP,10",1.469,23.48999999999999,U
"TAP,10",1.565,23.089999999999982,U
"TAP,10",1.659,22.589999999999982,U
"TAP,10",1.755,22.190000000000026,U
"TAP,10",1.85,21.98999999999999,U
"TAP,10",1.946,21.89,U
"TAP,10",2.042,21.790000000000013,U
"TAP,10",2.138,21.690000000000026,U
"TAP,10",2.234,21.58999999999998,U
"TAP,10",2.33,21.58999999999998,U
"TAP,10",2.426,21.58999999999998,U
"TAP,10",2.519,21.58999999999998,U
"TAP,10",2.615,21.58999999999998,S
"TAP,10",2.711,21.58999999999998,S
"TAP,10",2.807,21.58999999999998,S
"TAP,10",2.903,21.58999999999998,S
"TAP,10",2.999,21.690000000000026,S
"TAP,10",3.095,21.690000000000026,S
"TAP,10",3.19,21.790000000000013,U
"TAP,10",3.286,21.790000000000013,U
"TAP,10",3.382,21.790000000000013,U
"TAP,10",3.476,21.790000000000013,S
"TAP,10",3.572,21.790000000000013,S
"TAP,10",3.668,21.690000000000026,S
"TAP,10",3.764,21.690000000000026,S
"TAP,10",3.86,21.690000000000026,S
"TAP,10",3.955,21.790000000000013,S
"TAP,10",4.051,21.790000000000013,S
"TAP,10",4.147,21.98999999999999,U
"TAP,10",4.243,22.089999999999982,U
"TAP,10",4.337,22.190000000000026,U
"TAP,10",4.433,22.290000000000013,U
"TAP,11",-0.925,-0.18999999999997996,S
"TAP,11",-0.829,-0.08999999999999275,S
"TAP,11",-0.733,-0.08999999999999275,S
"TAP,11",-0.637,0.00999999999999801,U
"TAP,11",-0.541,0.00999999999999801,U
"TAP,11",-0.445,0.10999999999998522,U
"TAP,11",-0.35,0.10999999999998522,U
"TAP,11",-0.254,0.10999999999998522,U
"TAP,11",-0.158,0.00999999999999801,S
"TAP,11",-0.062,0.00999999999999801,S
"TAP,11",0.132,0.00999999999999801,S
"TAP,11",0.233,0.00999999999999801,S
"TAP,11",0.415,0.00999999999999801,S
"TAP,11",0.511,0.00999999999999801,S
"TAP,11",0.607,-4.589999999999996,U
"TAP,11",0.702,-8.990000000000013,U
"TAP,11",0.798,-12.590000000000003,U
"TAP,11",0.892,-13.189999999999992,U
"TAP,11",0.988,-10.78999999999998,U
"TAP,11",1.084,-7.189999999999987,U
"TAP,11",1.18,-4.390000000000018,U
"TAP,11",1.275,-2.9900000000000055,U
"TAP,11",1.371,-2.4900000000000055,U
"TAP,11",1.467,-2.2900000000000276,U
"TAP,11",1.563,-2.2900000000000276,U
"TAP,11",1.659,-2.1899999999999835,U
"TAP,11",1.753,-2.1899999999999835,U
"TAP,11",1.849,-2.1899999999999835,U
"TAP,11",1.945,-2.0899999999999928,U
"TAP,11",2.04,-2.1899999999999835,S
"TAP,11",2.136,-2.1899999999999835,S
"TAP,11",2.232,-2.3900000000000183,U
"TAP,11",2.328,-2.5899999999999928,U
"TAP,11",2.424,-2.7900000000000276,U
"TAP,11",2.52,-3.0899999999999963,U
"TAP,11",2.614,-3.3900000000000183,U
"TAP,11",2.709,-3.5899999999999963,U
"TAP,11",2.805,-3.7900000000000276,U
"TAP,11",2.901,-3.8900000000000183,U
"TAP,11",2.997,-3.9900000000000055,U
"TAP,11",3.093,-4.1899999999999835,U
"TAP,11",3.188,-4.290000000000031,U
"TAP,11",3.284,-4.290000000000031,U
"TAP,11",3.381,-4.390000000000018,U
"TAP,11",3.476,-4.4900000000000055,U
"TAP,11",3.57,-4.589999999999996,U
"TAP,11",3.666,-4.790000000000031,U
"TAP,11",3.762,-4.990000000000009,U
"TAP,11",3.858,-5.290000000000031,U
"TAP,11",3.954,-5.490000000000009,U
"TAP,11",4.049,-5.689999999999987,U
"TAP,11",4.145,-5.890000000000018,U
"TAP,11",4.241,-5.990000000000009,U
"TAP,11",4.337,-6.089999999999996,U
"TAP,11",4.431,-6.189999999999987,U
"TAP,12",-0.922,-0.06999999999999318,U
"TAP,12",-0.829,-0.06999999999999318,U
"TAP,12",-0.733,-0.06999999999999318,U
"TAP,12",-0.637,-0.06999999999999318,S
"TAP,12",-0.541,-0.06999999999999318,S
"TAP,12",-0.445,0.02999999999999403,S
"TAP,12",-0.349,0.02999999999999403,S
"TAP,12",-0.253,0.02999999999999403,S
"TAP,12",-0.158,0.12999999999998124,U
"TAP,12",-0.062,0.12999999999998124,U
"TAP,12",0.132,0.32999999999996277,U
"TAP,12",0.224,0.32999999999996277,U
"TAP,12",0.32,0.4300000000000068,U
"TAP,12",0.415,0.4300000000000068,U
"TAP,12",0.511,0.4300000000000068,U
"TAP,12",0.607,-4.0699999999999985,U
"TAP,12",0.703,-8.870000000000026,U
"TAP,12",0.798,-14.27000000000004,U
"TAP,12",0.894,-18.67,U
"TAP,12",0.988,-21.270000000000046,U
"TAP,12",1.084,-22.070000000000014,U
"TAP,12",1.18,-22.070000000000014,U
"TAP,12",1.276,-21.970000000000027,U
"TAP,12",1.372,-21.970000000000027,U
