event,t_rel_s,dev_mg,flag
"TAP,1",-0.923,0.0,S
"TAP,1",-0.827,0.0,S
"TAP,1",-0.731,0.0,S
"TAP,1",-0.635,0.0,S
"TAP,1",-0.54,0.0,S
"TAP,1",-0.444,0.0,S
"TAP,1",-0.348,0.0,S
"TAP,1",-0.252,0.0,S
"TAP,1",-0.158,0.0,S
"TAP,1",-0.062,0.0,S
"TAP,1",0.132,0.0,S
"TAP,1",0.225,0.0,S
"TAP,1",0.321,0.0,S
"TAP,1",0.417,0.0,S
"TAP,1",0.513,0.0,S
"TAP,1",0.609,0.0,S
"TAP,1",0.702,-5.400000000000016,U
"TAP,1",0.798,-6.300000000000028,U
"TAP,1",0.893,-4.6999999999999815,U
"TAP,1",0.989,-1.4000000000000123,U
"TAP,1",1.085,0.30000000000002247,U
"TAP,1",1.181,4.0000000000000036,U
"TAP,1",1.277,4.9000000000000155,U
"TAP,1",1.373,5.4000000000000155,U
"TAP,1",1.468,5.599999999999993,U
"TAP,1",1.562,5.900000000000016,U
"TAP,1",1.658,6.099999999999995,U
"TAP,1",1.754,6.199999999999982,U
"TAP,1",1.85,6.299999999999973,U
"TAP,1",1.946,6.400000000000017,U
"TAP,1",2.042,6.500000000000006,U
"TAP,1",2.137,6.500000000000006,U
"TAP,1",2.233,6.599999999999995,U
"TAP,1",2.329,6.599999999999995,U
"TAP,1",2.423,6.699999999999984,U
"TAP,1",2.519,6.699999999999984,U
"TAP,1",2.615,6.699999999999984,U
"TAP,1",2.711,6.699999999999984,S
"TAP,1",2.807,6.799999999999973,U
"TAP,1",2.902,6.799999999999973,S
"TAP,1",2.998,6.799999999999973,S
"TAP,1",3.094,6.799999999999973,S
"TAP,1",3.19,6.699999999999984,S
"TAP,1",3.286,6.699999999999984,S
"TAP,1",3.38,6.699999999999984,S
"TAP,1",3.476,6.699999999999984,S
"TAP,1",3.571,6.699999999999984,S
"TAP,1",3.667,6.699999999999984,S
"TAP,1",3.763,6.699999999999984,S
"TAP,1",3.859,6.699999999999984,S
"TAP,1",3.955,6.699999999999984,S
"TAP,1",4.051,6.599999999999995,S
"TAP,1",4.147,6.599999999999995,S
"TAP,1",4.241,6.599999999999995,S
"TAP,1",4.336,6.599999999999995,S
"TAP,1",4.432,6.599999999999995,S
"TAP,2",-0.923,-0.40999999999999837,S
"TAP,2",-0.827,-0.40999999999999837,S
"TAP,2",-0.731,-0.40999999999999837,S
"TAP,2",-0.635,-0.40999999999999837,S
"TAP,2",-0.539,-0.3100000000000094,S
"TAP,2",-0.444,0.18999999999999062,U
"TAP,2",-0.348,0.2899999999999796,U
"TAP,2",-0.252,0.39000000000002366,U
"TAP,2",-0.156,0.49000000000001265,U
"TAP,2",-0.062,0.5900000000000016,U
"TAP,2",0.131,0.7899999999999796,U
"TAP,2",0.225,0.8900000000000237,U
"TAP,2",0.321,0.9900000000000144,U
"TAP,2",0.417,1.0900000000000016,U
"TAP,2",0.513,1.1899999999999924,U
"TAP,2",0.608,1.1899999999999924,U
"TAP,2",0.704,1.3900000000000254,U
"TAP,2",0.798,8.39000000000003,U
"TAP,2",0.893,15.889999999999981,U
"TAP,2",0.989,23.190000000000012,U
"TAP,2",1.085,28.090000000000032,U
"TAP,2",1.181,30.090000000000032,U
"TAP,2",1.277,30.590000000000032,U
"TAP,2",1.373,30.489999999999988,U
"TAP,2",1.469,30.39,U
"TAP,2",1.565,30.39,U
"TAP,2",1.658,30.290000000000006,U
"TAP,2",1.754,30.290000000000006,U
"TAP,2",1.85,30.19000000000002,U
"TAP,2",1.946,30.19000000000002,U
"TAP,2",2.042,30.090000000000032,U
"TAP,2",2.138,30.090000000000032,U
"TAP,2",2.234,30.090000000000032,U
"TAP,2",2.329,30.090000000000032,S
"TAP,2",2.425,30.090000000000032,S
"TAP,2",2.521,29.989999999999988,S
"TAP,2",2.615,29.989999999999988,S
"TAP,2",2.711,29.989999999999988,S
"TAP,2",2.807,29.989999999999988,S
"TAP,2",2.903,29.989999999999988,S
"TAP,2",2.999,29.989999999999988,S
"TAP,2",3.094,29.989999999999988,S
"TAP,2",3.19,29.989999999999988,S
"TAP,2",3.286,29.989999999999988,S
"TAP,2",3.382,29.989999999999988,S
"TAP,2",3.476,29.989999999999988,S
"TAP,2",3.572,29.989999999999988,S
"TAP,2",3.668,29.989999999999988,S
"TAP,2",3.763,29.989999999999988,S
"TAP,2",3.859,29.989999999999988,S
"TAP,2",3.955,29.989999999999988,S
"TAP,2",4.051,29.989999999999988,S
"TAP,2",4.147,29.989999999999988,S
"TAP,2",4.243,29.989999999999988,S
"TAP,2",4.344,29.889999999999993,S
"TAP,2",4.434,29.889999999999993,S
"TAP,3",-0.923,0.22000000000000597,S
"TAP,3",-0.829,0.22000000000000597,S
"TAP,3",-0.733,0.22000000000000597,S
"TAP,3",-0.637,0.12000000000001876,S
"TAP,3",-0.541,0.12000000000001876,S
"TAP,3",-0.446,-0.17999999999999972,U
"TAP,3",-0.35,-0.17999999999999972,U
"TAP,3",-0.254,-0.17999999999999972,U
"TAP,3",-0.158,-0.17999999999999972,U
"TAP,3",-0.062,-0.17999999999999972,U
"TAP,3",0.132,-0.27999999999999403,S
"TAP,3",0.223,-0.27999999999999403,S
"TAP,3",0.319,-0.27999999999999403,S
"TAP,3",0.415,-0.37999999999998124,U
"TAP,3",0.511,-0.5799999999999557,U
"TAP,3",0.606,-8.679999999999954,U
"TAP,3",0.702,-15.17999999999996,U
"TAP,3",0.798,-21.779999999999955,U
"TAP,3",0.892,-26.479999999999993,U
"TAP,3",0.988,-28.479999999999993,U
"TAP,3",1.083,-28.779999999999962,U
"TAP,3",1.179,-28.779999999999962,U
"TAP,3",1.275,-28.779999999999962,U
"TAP,3",1.371,-28.67999999999997,U
"TAP,3",1.467,-28.579999999999984,U
"TAP,3",1.563,-28.579999999999984,U
"TAP,3",1.658,-28.479999999999993,U
"TAP,3",1.753,-28.479999999999993,U
"TAP,3",1.848,-28.479999999999993,U
"TAP,3",1.944,-28.479999999999993,S
"TAP,3",2.04,-28.479999999999993,S
"TAP,3",2.136,-28.579999999999984,S
"TAP,3",2.232,-28.579999999999984,S
"TAP,3",2.328,-28.67999999999997,U
"TAP,3",2.424,-28.779999999999962,U
"TAP,3",2.519,-28.880000000000006,U
"TAP,3",2.615,-29.079999999999984,U
"TAP,3",2.709,-29.17999999999997,U
"TAP,3",2.805,-29.279999999999962,U
"TAP,3",2.901,-29.380000000000006,U
"TAP,3",2.997,-29.380000000000006,U
"TAP,3",3.092,-29.479999999999997,U
"TAP,3",3.188,-29.479999999999997,U
"TAP,3",3.284,-29.579999999999984,U
"TAP,3",3.38,-29.67999999999997,U
"TAP,3",3.476,-29.67999999999997,U
"TAP,3",3.57,-29.779999999999962,U
"TAP,3",3.666,-29.880000000000006,U
"TAP,3",3.761,-29.979999999999997,U
"TAP,3",3.857,-29.979999999999997,U
"TAP,3",3.953,-30.079999999999984,U
"TAP,3",4.049,-30.079999999999984,U
"TAP,3",4.145,-30.17999999999997,U
"TAP,3",4.241,-30.17999999999997,U
"TAP,3",4.337,-30.17999999999997,U
"TAP,3",4.43,-30.079999999999984,S
"TAP,4",-0.923,-0.109999999999987,U
"TAP,4",-0.827,-0.00999999999999801,U
"TAP,4",-0.733,-0.00999999999999801,U
"TAP,4",-0.637,-0.00999999999999801,S
"TAP,4",-0.541,-0.00999999999999801,S
"TAP,4",-0.445,-0.00999999999999801,S
"TAP,4",-0.35,0.08999999999999098,S
"TAP,4",-0.254,0.08999999999999098,S
"TAP,4",-0.158,-0.00999999999999801,S
"TAP,4",-0.062,-0.00999999999999801,S
"TAP,4",0.132,-0.00999999999999801,S
"TAP,4",0.223,-0.00999999999999801,S
"TAP,4",0.319,-0.00999999999999801,S
"TAP,4",0.415,-0.00999999999999801,S
"TAP,4",0.511,-0.00999999999999801,S
"TAP,4",0.607,-0.109999999999987,S
"TAP,4",0.702,-4.510000000000002,U
"TAP,4",0.798,-6.709999999999981,U
"TAP,4",0.894,-8.109999999999994,U
"TAP,4",0.988,-8.209999999999983,U
"TAP,4",1.083,-7.609999999999994,U
"TAP,4",1.179,-6.810000000000026,U
"TAP,4",1.275,-6.310000000000025,U
"TAP,4",1.371,-6.209999999999981,U
"TAP,4",1.467,-6.109999999999992,U
"TAP,4",1.563,-6.010000000000003,U
"TAP,4",1.659,-6.010000000000003,U
"TAP,4",1.755,-5.910000000000014,U
"TAP,4",1.851,-5.810000000000025,U
"TAP,4",1.944,-5.810000000000025,U
"TAP,4",2.04,-5.709999999999981,U
"TAP,4",2.136,-5.709999999999981,U
"TAP,4",2.232,-5.609999999999992,U
"TAP,4",2.328,-5.609999999999992,U
"TAP,4",2.424,-5.609999999999992,U
"TAP,4",2.52,-5.510000000000003,U
"TAP,4",2.615,-5.510000000000003,U
"TAP,4",2.711,-5.510000000000003,S
"TAP,4",2.805,-5.410000000000014,U
"TAP,4",2.901,-5.410000000000014,U
"TAP,4",2.997,-5.410000000000014,S
"TAP,4",3.093,-5.310000000000025,U
"TAP,4",3.189,-5.20999999999998,U
"TAP,4",3.284,-5.109999999999991,U
"TAP,4",3.38,-5.0100000000000025,U
"TAP,4",3.476,-4.9100000000000135,U
"TAP,4",3.572,-4.8100000000000245,U
"TAP,4",3.666,-4.7099999999999795,U
"TAP,4",3.762,-4.6099999999999905,U
"TAP,4",3.858,-4.510000000000002,U
"TAP,4",3.953,-4.410000000000013,U
"TAP,4",4.049,-4.310000000000024,U
"TAP,4",4.145,-4.2099999999999795,U
"TAP,4",4.241,-4.1099999999999905,U
"TAP,4",4.337,-4.010000000000002,U
"TAP,4",4.433,-3.9100000000000126,U
"TAP,5",-0.923,-0.15000000000001723,U
"TAP,5",-0.827,-0.15000000000001723,U
"TAP,5",-0.731,-0.15000000000001723,S
"TAP,5",-0.637,-0.15000000000001723,S
"TAP,5",-0.541,-0.04999999999997229,S
"TAP,5",-0.445,-0.04999999999997229,S
"TAP,5",-0.35,0.0500000000000167,U
"TAP,5",-0.254,0.15000000000000568,U
"TAP,5",-0.158,0.24999999999999467,U
"TAP,5",-0.062,0.24999999999999467,U
"TAP,5",0.132,0.5500000000000176,U
"TAP,5",0.223,0.6500000000000066,U
"TAP,5",0.32,0.9500000000000286,U
"TAP,5",0.415,5.749999999999999,U
"TAP,5",0.51,5.550000000000021,U
"TAP,5",0.607,3.9499999999999753,U
"TAP,5",0.702,2.7499999999999973,U
"TAP,5",0.798,0.15000000000000568,U
"TAP,5",0.894,0.9500000000000286,U
"TAP,5",0.99,3.7499999999999973,U
"TAP,5",1.084,5.349999999999988,U
"TAP,5",1.18,9.250000000000004,U
"TAP,5",1.275,10.150000000000013,U
"TAP,5",1.371,10.34999999999999,U
"TAP,5",1.467,10.250000000000004,U
"TAP,5",1.563,10.250000000000004,U
"TAP,5",1.659,10.250000000000004,U
"TAP,5",1.755,10.250000000000004,S
"TAP,5",1.851,10.250000000000004,S
"TAP,5",1.946,10.250000000000004,S
"TAP,5",2.04,10.34999999999999,S
"TAP,5",2.136,10.34999999999999,S
"TAP,5",2.232,10.449999999999982,U
"TAP,5",2.328,10.550000000000026,U
"TAP,5",2.424,10.550000000000026,U
"TAP,5",2.52,10.650000000000013,U
"TAP,5",2.616,10.650000000000013,U
"TAP,5",2.711,10.750000000000004,U
"TAP,5",2.807,10.750000000000004,U
"TAP,5",2.901,10.84999999999999,U
"TAP,5",2.997,10.84999999999999,U
"TAP,5",3.093,10.949999999999982,U
"TAP,5",3.189,10.949999999999982,U
"TAP,5",3.285,10.949999999999982,U
"TAP,5",3.381,11.050000000000026,U
"TAP,5",3.476,11.050000000000026,U
"TAP,5",3.572,11.150000000000016,U
"TAP,5",3.668,11.150000000000016,U
"TAP,5",3.762,11.250000000000004,U
"TAP,5",3.858,11.34999999999999,U
"TAP,5",3.954,11.34999999999999,U
"TAP,5",4.05,11.449999999999982,U
"TAP,5",4.145,11.449999999999982,U
"TAP,5",4.241,11.449999999999982,U
"TAP,5",4.337,11.449999999999982,S
"TAP,5",4.433,11.550000000000026,U
"TAP,6",-0.922,0.10999999999998522,U
